tDept,tSid,institution_name,tFname,tMiddlename,tLname,tid,tNumRatings,rating_class,contentType,categoryType,overall_rating
Family & Consumer Science,135,Brigham Young University,Elizabeth Brinton,,Fawcett,903025,8,good,TEACHER,PROFESSOR,3.5
Mathematics,135,Brigham Young University,Lawrence,,Fearnley,259457,32,average,TEACHER,PROFESSOR,3.1
Sign Language,135,Brigham Young University,Joseph,V,Featherstone,2034975,14,good,TEACHER,PROFESSOR,4.4
Spanish,135,Brigham Young University,John,,Evans,2514826,6,good,TEACHER,PROFESSOR,4.8
Spanish amp Portuguese,135,Brigham Young University,John,Scoville,Evans,2608746,1,good,TEACHER,PROFESSOR,5.0
Economics,135,Brigham Young University,Richard,,Evans,1240001,27,good,TEACHER,PROFESSOR,3.5
Mathematics,135,Brigham Young University,Emily,,Evans,1677885,21,good,TEACHER,PROFESSOR,4.3
Biology,135,Brigham Young University,R. Paul,,Evans,20346,108,poor,TEACHER,PROFESSOR,2.3
Biology,135,Brigham Young University,Richard,P.,Evans,2460631,11,poor,TEACHER,PROFESSOR,1.5
Fine Arts,135,Brigham Young University,Peter,,Everett,590551,6,good,TEACHER,PROFESSOR,4.6
English,135,Brigham Young University,Lauren,,Everett,1258891,1,good,TEACHER,PROFESSOR,4.5
Exercise  Sport Science,135,Brigham Young University,Benjamin,,Everett,1999985,13,good,TEACHER,PROFESSOR,4.9
Visual Arts,135,Brigham Young University,Daniel,,Everett,1728588,3,good,TEACHER,PROFESSOR,4.8
Psychological Science,135,Brigham Young University,Lynn,,Eyestone,2353860,9,good,TEACHER,PROFESSOR,4.8
English,135,Brigham Young University,Mary,,Eyring,1928721,16,good,TEACHER,PROFESSOR,4.5
Health & Physical Education,135,Brigham Young University,Steven,,Fabis,873139,33,good,TEACHER,PROFESSOR,4.3
Law,135,Brigham Young University,Tamara,,Fackrell,838155,5,good,TEACHER,PROFESSOR,4.7
Statistics,135,Brigham Young University,Cameron,,Faerber,2333335,1,good,TEACHER,PROFESSOR,4.0
Languages,135,Brigham Young University,Rubia,,Fagundes,152439,18,good,TEACHER,PROFESSOR,4.3
Spanish,135,Brigham Young University,Willis,C.,Fails,2460075,1,good,TEACHER,PROFESSOR,5.0
English,135,Brigham Young University,Kate,,Finlinson,1238866,4,good,TEACHER,PROFESSOR,4.8
Portuguese,135,Brigham Young University,Cecilia,,Fischer,1557265,1,good,TEACHER,PROFESSOR,3.5
History,135,Brigham Young University,Rick,,Fish,878012,39,good,TEACHER,PROFESSOR,3.5
Humanities,135,Brigham Young University,Deborah,,Fisher,50660,59,good,TEACHER,PROFESSOR,3.5
English,135,Brigham Young University,Joseph,,Fisher,2308439,2,good,TEACHER,PROFESSOR,5.0
Student Life,135,Brigham Young University,Adam,,Fisher,2430110,2,good,TEACHER,PROFESSOR,5.0
Portuguese,135,Brigham Young University,Vanessa,,Fitzgibbon,877560,45,good,TEACHER,PROFESSOR,4.5
Fine Arts,135,Brigham Young University,McGarren,,Flack,1372409,10,good,TEACHER,PROFESSOR,4.2
Religion,135,Brigham Young University,Lawrence,,Flake,173548,43,good,TEACHER,PROFESSOR,3.5
Sociology,135,Brigham Young University,Dallan,,Flake,1845978,36,good,TEACHER,PROFESSOR,4.5
Biology,135,Brigham Young University,Klandace,,Flanary,2498723,1,poor,TEACHER,PROFESSOR,1.0
Biology,135,Brigham Young University,Kandace,,Flanary,2512001,10,good,TEACHER,PROFESSOR,3.7
Theatre amp Media Arts,135,Brigham Young University,Haley,,Flanders,2322817,2,good,TEACHER,PROFESSOR,4.0
English,135,Brigham Young University,Anne,,Fleming,157578,58,good,TEACHER,PROFESSOR,4.5
Chemical Engineering,135,Brigham Young University,Thomas,,Fletcher,981638,11,good,TEACHER,PROFESSOR,4.0
Communication Disorders,135,Brigham Young University,Helen,Wilder,Flom,1807665,2,good,TEACHER,PROFESSOR,4.8
Psychology,135,Brigham Young University,Ross,,Flom,597312,125,good,TEACHER,PROFESSOR,4.2
French,135,Brigham Young University,Christopher,,Flood,886646,17,good,TEACHER,PROFESSOR,4.3
Statistics,135,Brigham Young University,Lindsay,,Florence,2502068,2,good,TEACHER,PROFESSOR,5.0
Philosophy,135,Brigham Young University,James,,Faulconer,236535,22,good,TEACHER,PROFESSOR,4.3
Information Systems,135,Brigham Young University,Christian,,Faulconer,1713727,7,good,TEACHER,PROFESSOR,4.7
English,135,Brigham Young University,Kacy,,Faulconer,880239,20,good,TEACHER,PROFESSOR,4.3
Philosophy,135,Brigham Young University,Angela,,Faulconer,1782774,15,good,TEACHER,PROFESSOR,3.6
Music,135,Brigham Young University,Kiersten,,Favero,2132120,1,good,TEACHER,PROFESSOR,5.0
Business,135,Brigham Young University,Stan,,Fawcett,256450,16,average,TEACHER,PROFESSOR,2.5
Family & Consumer Science,135,Brigham Young University,Elizabeth Brinton,,Fawcett,903025,8,good,TEACHER,PROFESSOR,3.5
Mathematics,135,Brigham Young University,Lawrence,,Fearnley,259457,32,average,TEACHER,PROFESSOR,3.1
Sign Language,135,Brigham Young University,Joseph,V,Featherstone,2034975,15,good,TEACHER,PROFESSOR,4.4
Elementary Education,135,Brigham Young University,Erika,,Feinauer,1663899,26,average,TEACHER,PROFESSOR,2.9
Exercise Science,135,Brigham Young University,Brent,,Feland,381612,30,good,TEACHER,PROFESSOR,4.5
Organizational Ldrshp & Strat,135,Brigham Young University,Teppo,,Felin,1440501,5,good,TEACHER,PROFESSOR,4.6
Statistics,135,Brigham Young University,Gilbert,,Fellingham,386577,33,average,TEACHER,PROFESSOR,2.8
History,135,Brigham Young University,D. Jonathan,,Felt,2242448,38,good,TEACHER,PROFESSOR,3.5
Education,135,Brigham Young University,Allison,,Ferguson,2785493,1,poor,TEACHER,PROFESSOR,1.0
Educational Leadership,135,Brigham Young University,Scott,,Ferrin,904368,12,average,TEACHER,PROFESSOR,3.2
Spanish,135,Brigham Young University,Ariel,Rebekah,Ferrin,2436137,53,good,TEACHER,PROFESSOR,4.4
Communication,135,Brigham Young University,Marcy,,Fetzer,1968637,4,good,TEACHER,PROFESSOR,4.1
Statistics,135,Brigham Young University,Paul,,Fields,579604,22,poor,TEACHER,PROFESSOR,2.4
English,135,Brigham Young University,Loann,,Fieldsted,769255,10,good,TEACHER,PROFESSOR,4.0
English,135,Brigham Young University,David,,Fife,2031423,5,good,TEACHER,PROFESSOR,5.0
Religion,135,Brigham Young University,Walter,Scott,Fife,2609723,43,good,TEACHER,PROFESSOR,4.2
Honors,135,Brigham Young University,Vika,,Filimoeatu,2655191,5,good,TEACHER,PROFESSOR,4.6
English,135,Brigham Young University,Elisa,,Findlay,1259999,12,good,TEACHER,PROFESSOR,4.7
Political Science,135,Brigham Young University,Michael,,Findley,591187,9,good,TEACHER,PROFESSOR,4.6
Fine Arts,135,Brigham Young University,Cynthia,,Finlayson,24955,53,average,TEACHER,PROFESSOR,3.3
Anthropology,135,Brigham Young University,Cynthia,,Finlayson,2359455,6,average,TEACHER,PROFESSOR,2.8
English,135,Brigham Young University,Nicole,,Finley,1044413,2,average,TEACHER,PROFESSOR,3.2
English,135,Brigham Young University,Kate,,Finlinson,1238866,4,good,TEACHER,PROFESSOR,4.8
Portuguese,135,Brigham Young University,Cecilia,,Fischer,1557265,1,good,TEACHER,PROFESSOR,3.5
History,135,Brigham Young University,Rick,,Fish,878012,39,good,TEACHER,PROFESSOR,3.5
Humanities,135,Brigham Young University,Deborah,,Fisher,50660,59,good,TEACHER,PROFESSOR,3.5
English,135,Brigham Young University,Joseph,,Fisher,2308439,2,good,TEACHER,PROFESSOR,5.0
Student Life,135,Brigham Young University,Adam,,Fisher,2430110,2,good,TEACHER,PROFESSOR,5.0
Portuguese,135,Brigham Young University,Vanessa,,Fitzgibbon,877560,45,good,TEACHER,PROFESSOR,4.5
Fine Arts,135,Brigham Young University,McGarren,,Flack,1372409,10,good,TEACHER,PROFESSOR,4.2
Religion,135,Brigham Young University,Lawrence,,Flake,173548,43,good,TEACHER,PROFESSOR,3.5
Sociology,135,Brigham Young University,Dallan,,Flake,1845978,36,good,TEACHER,PROFESSOR,4.5
Biology,135,Brigham Young University,Klandace,,Flanary,2498723,1,poor,TEACHER,PROFESSOR,1.0
Biology,135,Brigham Young University,Kandace,,Flanary,2512001,10,good,TEACHER,PROFESSOR,3.7
Theatre amp Media Arts,135,Brigham Young University,Haley,,Flanders,2322817,2,good,TEACHER,PROFESSOR,4.0
English,135,Brigham Young University,Anne,,Fleming,157578,60,good,TEACHER,PROFESSOR,4.5
Chemical Engineering,135,Brigham Young University,Thomas,,Fletcher,981638,13,good,TEACHER,PROFESSOR,3.7
Communication Disorders,135,Brigham Young University,Helen,Wilder,Flom,1807665,2,good,TEACHER,PROFESSOR,4.8
Psychology,135,Brigham Young University,Ross,,Flom,597312,125,good,TEACHER,PROFESSOR,4.2
French,135,Brigham Young University,Christopher,,Flood,886646,19,good,TEACHER,PROFESSOR,4.3
Statistics,135,Brigham Young University,Lindsay,,Florence,2502068,2,good,TEACHER,PROFESSOR,5.0
Religion,135,Brigham Young University,Spencer,,Fluhman,182885,81,good,TEACHER,PROFESSOR,4.3
Economics,135,Brigham Young University,Tyler,,Folkman,2395541,2,good,TEACHER,PROFESSOR,4.5
Family & Consumer Science,135,Brigham Young University,Dawna,,Folsom Baugh,906338,8,good,TEACHER,PROFESSOR,4.3
Mathematics,135,Brigham Young University,Leilani,,Fonbuena,2619630,4,poor,TEACHER,PROFESSOR,2.2
Civil Engineering,135,Brigham Young University,Fernando,,Fonseca,985556,29,average,TEACHER,PROFESSOR,3.3
French,135,Brigham Young University,John,,Forbyn,1092376,2,good,TEACHER,PROFESSOR,5.0
Mathematics,135,Brigham Young University,Rodney,,Forcade,22972,30,good,TEACHER,PROFESSOR,3.5
English,135,Brigham Young University,James,,Ford,1258890,26,average,TEACHER,PROFESSOR,3.0
Anthropology,135,Brigham Young University,Marion,,Forest,2549055,4,average,TEACHER,PROFESSOR,3.0
Sociology,135,Brigham Young University,Renata Tonks,,Forste,850296,65,good,TEACHER,PROFESSOR,4.4
Anthropology,135,Brigham Young University,Donald,,Forsyth,595989,11,average,TEACHER,PROFESSOR,2.9
Business,135,Brigham Young University,Stephen Thomas,,Foster,1032850,13,good,TEACHER,PROFESSOR,4.3
Business,135,Brigham Young University,S. Thomas,,Foster,1034608,2,average,TEACHER,PROFESSOR,3.2
Business,135,Brigham Young University,Tom,,Foster,2219928,5,average,TEACHER,PROFESSOR,3.0
Sign Language,135,Brigham Young University,Tyler,,Foulger,1926065,1,good,TEACHER,PROFESSOR,5.0
English,135,Brigham Young University,Jay,,Fox,531354,13,good,TEACHER,PROFESSOR,4.7
Political Science,135,Brigham Young University,Jeff,,Fox,1814860,3,good,TEACHER,PROFESSOR,3.7
Psychology,135,Brigham Young University,Sheilagh,,Fox,2274996,2,average,TEACHER,PROFESSOR,2.5
History,135,Brigham Young University,Frank W.,,Fox,257400,55,average,TEACHER,PROFESSOR,3.0
American Studies,135,Brigham Young University,Hugo Brendon,,Fraga,1776914,3,good,TEACHER,PROFESSOR,4.7
Mathematics Education,135,Brigham Young University,Niccole,,Franc,1814202,2,good,TEACHER,PROFESSOR,4.8
Psychology,135,Brigham Young University,Steve,,Francis,1463222,11,good,TEACHER,PROFESSOR,4.7
Mathematics,135,Brigham Young University,Amanda,,Francis,1842742,9,good,TEACHER,PROFESSOR,4.8
Elementary Education,135,Brigham Young University,Betty,,Francis,1929233,4,poor,TEACHER,PROFESSOR,2.1
Dance,135,Brigham Young University,Heather,,Francis,2337747,1,good,TEACHER,PROFESSOR,5.0
Economics,135,Brigham Young University,Brigham,R,Frandsen,1842757,23,good,TEACHER,PROFESSOR,4.0
Physics,135,Brigham Young University,Benjamin,,Frandsen,2415271,25,good,TEACHER,PROFESSOR,4.9
Biology,135,Brigham Young University,Paul,,Frandsen,2404785,13,good,TEACHER,PROFESSOR,4.5
Civil Engineering,135,Brigham Young University,Kevin,Chavonne,Franke,2115133,50,poor,TEACHER,PROFESSOR,1.5
English,135,Brigham Young University,Joey,,Franklin,1886035,6,average,TEACHER,PROFESSOR,3.3
Mathematics,135,Brigham Young University,Reinhard,,Franz,320085,25,good,TEACHER,PROFESSOR,4.0
Family Life,135,Brigham Young University,Ashley,Michelle,Fraser,2723925,7,good,TEACHER,PROFESSOR,4.3
French  Italian,135,Brigham Young University,James,,Frazier,2094946,3,good,TEACHER,PROFESSOR,4.7
Religion,135,Brigham Young University,Nick,,Frederick,840505,101,good,TEACHER,PROFESSOR,4.5
Latin,135,Brigham Young University,Julie,,Frederick,1233865,16,good,TEACHER,PROFESSOR,4.2
History,135,Brigham Young University,Kristi,,Frederickson,495770,44,average,TEACHER,PROFESSOR,3.0
Sociology,135,Brigham Young University,Krista,,Frederico,1344877,7,good,TEACHER,PROFESSOR,3.8
Writing,135,Brigham Young University,Katie,,Fredrickson,1780089,5,good,TEACHER,PROFESSOR,3.7
Theater,135,Brigham Young University,Stephanie,,Freeman,932745,173,good,TEACHER,PROFESSOR,4.6
Religion,135,Brigham Young University,Robert,,Freeman,595949,65,good,TEACHER,PROFESSOR,4.2
Communication,135,Brigham Young University,Jason,R,Freeman,2650588,3,good,TEACHER,PROFESSOR,3.7
Design,135,Brigham Young University,Patti,,Freeman,771487,8,good,TEACHER,PROFESSOR,4.6
Linguistics,135,Brigham Young University,Dee,,Gardner,1124011,7,good,TEACHER,PROFESSOR,4.8
University Studies,135,Brigham Young University,Gary,,Gardner,1923886,7,average,TEACHER,PROFESSOR,3.0
Dance,135,Brigham Young University,Autumn,,Gardner,2442043,3,good,TEACHER,PROFESSOR,4.7
Business,135,Brigham Young University,John,,Gardner,1810591,13,average,TEACHER,PROFESSOR,3.5
English,135,Brigham Young University,Tyler,,Gardner,2690016,1,good,TEACHER,PROFESSOR,5.0
Religion,135,Brigham Young University,Barbara,,Gardner,634011,92,good,TEACHER,PROFESSOR,3.9
Business,135,Brigham Young University,John,,Garfield,2454469,1,good,TEACHER,PROFESSOR,5.0
French & Italian,135,Brigham Young University,Casey,J,Garland,1777171,7,good,TEACHER,PROFESSOR,4.8
Psychology,135,Brigham Young University,Cheryl,,Garn,918689,2,good,TEACHER,PROFESSOR,3.5
Student Life,135,Brigham Young University,Andrew,,Garner,2443254,1,good,TEACHER,PROFESSOR,5.0
Visual Arts,135,Brigham Young University,Jerry,,Garns,2150761,3,good,TEACHER,PROFESSOR,4.7
Religion,135,Brigham Young University,Arnold,,Garr,631283,22,good,TEACHER,PROFESSOR,4.2
Psychology,135,Brigham Young University,Peggy,,Gartman,1811438,1,good,TEACHER,PROFESSOR,5.0
French & Italian,135,Brigham Young University,Susan,,Garver,1498821,2,average,TEACHER,PROFESSOR,2.8
Religion,135,Brigham Young University,Alonzo,,Gaskill,256143,239,good,TEACHER,PROFESSOR,4.4
Information Systems,135,Brigham Young University,James,,Gaskin,1147149,88,good,TEACHER,PROFESSOR,4.0
Chemistry,135,Brigham Young University,Richard,,Gates,1468992,1,average,TEACHER,PROFESSOR,2.5
Philosophy,135,Brigham Young University,Darin,,Gates,189853,110,good,TEACHER,PROFESSOR,4.2
Agriculture,135,Brigham Young University,Brad,,Geary,840103,70,good,TEACHER,PROFESSOR,3.5
Biology,135,Brigham Young University,Bradley,,Geary,2248209,3,average,TEACHER,PROFESSOR,2.7
Italian,135,Brigham Young University,Spencer,,Fuller,1680888,1,good,TEACHER,PROFESSOR,4.5
English,135,Brigham Young University,Lauran,,Fuller,1869981,3,good,TEACHER,PROFESSOR,4.8
English Language & Literature,135,Brigham Young University,Gary,Stephen,Fuller,2506796,4,average,TEACHER,PROFESSOR,3.3
Health Science,135,Brigham Young University,Susan,,Fullmer,640556,20,average,TEACHER,PROFESSOR,2.7
Honors,135,Brigham Young University,Stephen,,Fullmer,2198449,15,average,TEACHER,PROFESSOR,3.2
Writing,135,Brigham Young University,Stephen,B,Fullmer,2418333,2,average,TEACHER,PROFESSOR,3.0
Mechanical Engineering,135,Brigham Young University,David,,Fullwood,1079777,9,average,TEACHER,PROFESSOR,2.8
Mathematics,135,Brigham Young University,Joshua,,Fullwood,2606900,3,average,TEACHER,PROFESSOR,3.3
Writing,135,Brigham Young University,Stephen,,Fulmer,526321,27,good,TEACHER,PROFESSOR,4.3
Exercise & Sport Science,135,Brigham Young University,Shaun,,Fulton,2475005,1,good,TEACHER,PROFESSOR,4.0
Nursing,135,Brigham Young University,Donna,,Funk,2225982,3,good,TEACHER,PROFESSOR,4.0
Writing,135,Brigham Young University,Emily,,Furner,2293982,3,average,TEACHER,PROFESSOR,3.3
Business,135,Brigham Young University,Nathan,,Furr,1600482,1,good,TEACHER,PROFESSOR,5.0
Sociology,135,Brigham Young University,Ryan,,Gabriel,2184351,21,good,TEACHER,PROFESSOR,4.2
Human Development,135,Brigham Young University,Richard,,Gailbraith,396020,16,average,TEACHER,PROFESSOR,2.6
French & Italian,135,Brigham Young University,Céline,,Gaillard,1688479,1,good,TEACHER,PROFESSOR,5.0
Family Studies,135,Brigham Young University,Richard,C,Galbraith,1790628,2,average,TEACHER,PROFESSOR,2.8
Psychology,135,Brigham Young University,Shawn D,,Gale,1622666,18,good,TEACHER,PROFESSOR,3.5
Geography,135,Brigham Young University,Matt,,Galland,747716,26,good,TEACHER,PROFESSOR,4.2
Organization Management,135,Brigham Young University,Victor,,Gibb,1093346,4,good,TEACHER,PROFESSOR,4.4
Dance,135,Brigham Young University,Alissa,,Gibb,1460516,4,good,TEACHER,PROFESSOR,4.8
Dance,135,Brigham Young University,Trevor,,Gibb,1701691,2,good,TEACHER,PROFESSOR,5.0
Family Life,135,Brigham Young University,Iesha,,Gibbons,2654087,1,good,TEACHER,PROFESSOR,4.0
Humanities,135,Brigham Young University,Matthew,,Gibbons,2058289,7,good,TEACHER,PROFESSOR,4.7
Biology,135,Brigham Young University,Elizabeth,,Gibbons Bailey,1870053,39,good,TEACHER,PROFESSOR,4.1
Family Life,135,Brigham Young University,Richard,,Gibbs,2123627,7,good,TEACHER,PROFESSOR,3.6
Sociology,135,Brigham Young University,Benjamin,,Gibbs,1367280,36,good,TEACHER,PROFESSOR,4.3
Family Studies,135,Brigham Young University,Chad,,Gibbs,1887213,77,average,TEACHER,PROFESSOR,3.0
Humanities,135,Brigham Young University,Kristina,,Gibby,1834415,13,good,TEACHER,PROFESSOR,4.0
Student Life,135,Brigham Young University,Tanner,Ward,Gibson,2554182,2,good,TEACHER,PROFESSOR,5.0
Visual Arts,135,Brigham Young University,Lucas,Todd,Gibson,1973843,8,good,TEACHER,PROFESSOR,4.8
Exercise amp Sport Science,135,Brigham Young University,Jayson,,Gifford,2282760,8,good,TEACHER,PROFESSOR,4.8
Political Science,135,Brigham Young University,Brent,,Gilchrist,176185,85,good,TEACHER,PROFESSOR,3.9
English,135,Brigham Young University,Sharman,,Gill,2350072,9,good,TEACHER,PROFESSOR,3.5
Life Sciences,135,Brigham Young University,Richard,,Gill,1236848,75,good,TEACHER,PROFESSOR,3.9
Student Life,135,Brigham Young University,Brian,,Gill,2583204,3,good,TEACHER,PROFESSOR,5.0
Chemistry,135,Brigham Young University,Austin,B.,Gillespie,1773430,61,good,TEACHER,PROFESSOR,4.8
Visual Arts,135,Brigham Young University,Eric,,Gillett,1425060,3,good,TEACHER,PROFESSOR,4.3
Design,135,Brigham Young University,John,,Garfield,2454469,2,good,TEACHER,PROFESSOR,5.0
French & Italian,135,Brigham Young University,Casey,J,Garland,1777171,7,good,TEACHER,PROFESSOR,4.8
Psychology,135,Brigham Young University,Cheryl,,Garn,918689,2,good,TEACHER,PROFESSOR,3.5
Student Life,135,Brigham Young University,Andrew,,Garner,2443254,1,good,TEACHER,PROFESSOR,5.0
Visual Arts,135,Brigham Young University,Jerry,,Garns,2150761,3,good,TEACHER,PROFESSOR,4.7
Religion,135,Brigham Young University,Arnold,,Garr,631283,22,good,TEACHER,PROFESSOR,4.2
Psychology,135,Brigham Young University,Peggy,,Gartman,1811438,1,good,TEACHER,PROFESSOR,5.0
French & Italian,135,Brigham Young University,Susan,,Garver,1498821,2,average,TEACHER,PROFESSOR,2.8
Religion,135,Brigham Young University,Alonzo,,Gaskill,256143,240,good,TEACHER,PROFESSOR,4.3
Information Systems,135,Brigham Young University,James,,Gaskin,1147149,89,good,TEACHER,PROFESSOR,4.0
Chemistry,135,Brigham Young University,Richard,,Gates,1468992,1,average,TEACHER,PROFESSOR,2.5
Philosophy,135,Brigham Young University,Darin,,Gates,189853,111,good,TEACHER,PROFESSOR,4.2
Biology,135,Brigham Young University,Bradley,,Geary,2248209,3,average,TEACHER,PROFESSOR,2.7
Agriculture,135,Brigham Young University,Brad,,Geary,840103,71,good,TEACHER,PROFESSOR,3.5
Business Administration,135,Brigham Young University,Trent,,Gee,2175440,5,average,TEACHER,PROFESSOR,2.6
Physics,135,Brigham Young University,Kent,,Gee,776095,128,good,TEACHER,PROFESSOR,4.6
Educational Leadership,135,Brigham Young University,MacLeans,,Geo-Jaja,857234,26,poor,TEACHER,PROFESSOR,2.3
Manufacturing & Construction,135,Brigham Young University,Andrew,,George,945699,32,good,TEACHER,PROFESSOR,3.8
Physical Education,135,Brigham Young University,James,,George,364350,46,average,TEACHER,PROFESSOR,3.2
Geography,135,Brigham Young University,George,,Golightly,304900,17,average,TEACHER,PROFESSOR,3.0
Student Services,135,Brigham Young University,Thomas,,Golightly,1679433,5,good,TEACHER,PROFESSOR,4.7
Psychology,135,Brigham Young University,Louise,,Gomes Fidalgo,1917755,3,good,TEACHER,PROFESSOR,4.2
Physical Education,135,Brigham Young University,Andrea,,Gomez,1652584,9,good,TEACHER,PROFESSOR,4.3
Geography,135,Brigham Young University,Teresa,,Gomez,2706295,1,good,TEACHER,PROFESSOR,5.0
History,135,Brigham Young University,David-James,,Gonzales,2436143,15,good,TEACHER,PROFESSOR,3.5
Spanish,135,Brigham Young University,Gabriel,,Gonzalez,1201141,5,good,TEACHER,PROFESSOR,4.6
History,135,Brigham Young University,David-James,,Gonzalez,2446139,3,good,TEACHER,PROFESSOR,5.0
Political Science,135,Brigham Young University,Jay,,Goodliffe,621855,47,average,TEACHER,PROFESSOR,3.0
German,135,Brigham Young University,John,,Goodman,1507838,3,good,TEACHER,PROFESSOR,5.0
Religion,135,Brigham Young University,Mike,,Goodman,860041,306,good,TEACHER,PROFESSOR,4.6
Computer Science,135,Brigham Young University,Michael,,Goodrich,593048,48,good,TEACHER,PROFESSOR,4.7
Sociology,135,Brigham Young University,Todd,,Goodsell,646413,36,average,TEACHER,PROFESSOR,3.2
Health Science,135,Brigham Young University,Mary,,Goodwin,1054330,3,good,TEACHER,PROFESSOR,3.7
Molecular Biosciences,135,Brigham Young University,Janice,,Gordon,1649165,4,good,TEACHER,PROFESSOR,4.7
Spanish,135,Brigham Young University,Nathan,,Gordon,2091964,42,good,TEACHER,PROFESSOR,4.1
English,135,Brigham Young University,George,,Gordon-Smith,901295,21,good,TEACHER,PROFESSOR,4.1
Sociology,135,Brigham Young University,Benjamin,,Gibbs,1367280,36,good,TEACHER,PROFESSOR,4.3
Family Life,135,Brigham Young University,Richard,,Gibbs,2123627,8,average,TEACHER,PROFESSOR,3.4
Family Studies,135,Brigham Young University,Chad,,Gibbs,1887213,80,average,TEACHER,PROFESSOR,3.0
Humanities,135,Brigham Young University,Kristina,,Gibby,1834415,13,good,TEACHER,PROFESSOR,4.0
Student Life,135,Brigham Young University,Tanner,Ward,Gibson,2554182,2,good,TEACHER,PROFESSOR,5.0
Visual Arts,135,Brigham Young University,Lucas,Todd,Gibson,1973843,10,good,TEACHER,PROFESSOR,4.8
Exercise amp Sport Science,135,Brigham Young University,Jayson,,Gifford,2282760,8,good,TEACHER,PROFESSOR,4.8
Political Science,135,Brigham Young University,Brent,,Gilchrist,176185,85,good,TEACHER,PROFESSOR,3.9
Life Sciences,135,Brigham Young University,Richard,,Gill,1236848,75,good,TEACHER,PROFESSOR,3.9
Student Life,135,Brigham Young University,Brian,,Gill,2583204,3,good,TEACHER,PROFESSOR,5.0
English,135,Brigham Young University,Sharman,,Gill,2350072,11,average,TEACHER,PROFESSOR,3.3
Chemistry,135,Brigham Young University,Austin,B.,Gillespie,1773430,64,good,TEACHER,PROFESSOR,4.7
Visual Arts,135,Brigham Young University,Eric,,Gillett,1425060,3,good,TEACHER,PROFESSOR,4.3
Writing,135,Brigham Young University,Rachel,,Gilman,1935103,4,good,TEACHER,PROFESSOR,4.5
Computer Science,135,Brigham Young University,Christophe,,Giraud-Carrier,942894,19,good,TEACHER,PROFESSOR,4.4
Mathematics,135,Brigham Young University,Scott,,Glasgow,279621,66,average,TEACHER,PROFESSOR,3.0
Spanish,135,Brigham Young University,Zachary,,Glassett,2200923,4,good,TEACHER,PROFESSOR,5.0
Health Science,135,Brigham Young University,Jeff,Donald,Glenn,2545395,8,good,TEACHER,PROFESSOR,4.7
Accounting,135,Brigham Young University,Steven,,Glover,1117716,6,good,TEACHER,PROFESSOR,4.5
Geography,135,Brigham Young University,Renee,,Gluch,422664,11,poor,TEACHER,PROFESSOR,2.4
Chemistry,135,Brigham Young University,Steven,,Goates,256141,31,good,TEACHER,PROFESSOR,4.0
Business,135,Brigham Young University,Brent,,Goddard,2671908,8,good,TEACHER,PROFESSOR,4.6
Business Administration,135,Brigham Young University,Paul,,Godfrey,791278,9,average,TEACHER,PROFESSOR,3.3
Education,135,Brigham Young University,Shaylin,,Godfrey,2657722,2,good,TEACHER,PROFESSOR,3.5
Electrical amp Computer Engineering,135,Brigham Young University,Jeffrey,Brant,Goeders,2608487,1,good,TEACHER,PROFESSOR,5.0
Counseling Psychology,135,Brigham Young University,Jacob,,Goetz,2558522,4,good,TEACHER,PROFESSOR,4.8
English,135,Brigham Young University,James,,Goldberg,1379017,12,good,TEACHER,PROFESSOR,3.8
Health & Physical Education,135,Brigham Young University,Spencer,,Golden,2393719,2,good,TEACHER,PROFESSOR,5.0
Religion,135,Brigham Young University,David,,Golding,1745727,5,good,TEACHER,PROFESSOR,4.9
Geography,135,Brigham Young University,George,,Golightly,304900,17,average,TEACHER,PROFESSOR,3.0
Student Services,135,Brigham Young University,Thomas,,Golightly,1679433,6,good,TEACHER,PROFESSOR,4.8
Psychology,135,Brigham Young University,Louise,,Gomes Fidalgo,1917755,3,good,TEACHER,PROFESSOR,4.2
Physical Education,135,Brigham Young University,Andrea,,Gomez,1652584,9,good,TEACHER,PROFESSOR,4.3
Geography,135,Brigham Young University,Teresa,,Gomez,2706295,1,good,TEACHER,PROFESSOR,5.0
History,135,Brigham Young University,David-James,,Gonzales,2436143,15,good,TEACHER,PROFESSOR,3.5
Spanish,135,Brigham Young University,Gabriel,,Gonzalez,1201141,5,good,TEACHER,PROFESSOR,4.6
History,135,Brigham Young University,David-James,,Gonzalez,2446139,3,good,TEACHER,PROFESSOR,5.0
Political Science,135,Brigham Young University,Jay,,Goodliffe,621855,47,average,TEACHER,PROFESSOR,3.0
German,135,Brigham Young University,John,,Goodman,1507838,3,good,TEACHER,PROFESSOR,5.0
Religion,135,Brigham Young University,Mike,,Goodman,860041,387,good,TEACHER,PROFESSOR,4.7
Computer Science,135,Brigham Young University,Michael,,Goodrich,593048,50,good,TEACHER,PROFESSOR,4.7
Sociology,135,Brigham Young University,Todd,,Goodsell,646413,36,average,TEACHER,PROFESSOR,3.2
Health Science,135,Brigham Young University,Mary,,Goodwin,1054330,3,good,TEACHER,PROFESSOR,3.7
Molecular Biosciences,135,Brigham Young University,Janice,,Gordon,1649165,4,good,TEACHER,PROFESSOR,4.7
Spanish,135,Brigham Young University,Nathan,,Gordon,2091964,42,good,TEACHER,PROFESSOR,4.1
English,135,Brigham Young University,George,,Gordon-Smith,901295,21,good,TEACHER,PROFESSOR,4.1
