tDept,tSid,institution_name,tFname,tMiddlename,tLname,tid,tNumRatings,rating_class,contentType,categoryType,overall_rating
Business,136,Brigham Young University - Hawaii,Reid,,Millerberg,2700996,1,good,TEACHER,PROFESSOR,5.0
Design,136,Brigham Young University - Hawaii,Abish,,Moncur,2772828,1,good,TEACHER,PROFESSOR,4.0
English,136,Brigham Young University - Hawaii,Marianne,,Monson,2678886,1,poor,TEACHER,PROFESSOR,2.0
Mathematics,136,Brigham Young University - Hawaii,Wilford,,Mueller,2333937,1,poor,TEACHER,PROFESSOR,1.0
Religion,136,Brigham Young University - Hawaii,Kerry,,Muhlstein,823883,6,good,TEACHER,PROFESSOR,4.7
English,136,Brigham Young University - Hawaii,Mari,,Murdock,2031462,6,average,TEACHER,PROFESSOR,3.0
History,136,Brigham Young University - Hawaii,Michael,,Murdock,1176425,33,good,TEACHER,PROFESSOR,4.4
English,136,Brigham Young University - Hawaii,Kit,,Nadado,2033886,21,good,TEACHER,PROFESSOR,4.9
Religion,136,Brigham Young University - Hawaii,John,,Naegle,2121345,4,good,TEACHER,PROFESSOR,4.8
English,136,Brigham Young University - Hawaii,Megan,,Naihe,1884895,13,good,TEACHER,PROFESSOR,4.9
Health Science,136,Brigham Young University - Hawaii,Evan,,Nakachi,2152909,4,poor,TEACHER,PROFESSOR,2.0
Physics,136,Brigham Young University - Hawaii,Michael,,Nakata,1555245,6,poor,TEACHER,PROFESSOR,2.1
Science,136,Brigham Young University - Hawaii,Jason,,Neff,2108062,1,good,TEACHER,PROFESSOR,5.0
Accounting,136,Brigham Young University - Hawaii,Joseph,,Nemrow,1407275,8,average,TEACHER,PROFESSOR,3.3
Business,136,Brigham Young University - Hawaii,Benjamin,,Neve,2004483,4,good,TEACHER,PROFESSOR,4.0
Business,136,Brigham Young University - Hawaii,Donald,,Nielsen,2060958,5,good,TEACHER,PROFESSOR,3.8
Mathematics,136,Brigham Young University - Hawaii,Sister,,Oleole,764186,24,poor,TEACHER,PROFESSOR,1.6
Mathematics,136,Brigham Young University - Hawaii,Elissa,,Oleole,2621038,3,poor,TEACHER,PROFESSOR,2.0
Religion,136,Brigham Young University - Hawaii,Craig,,Olson,1488806,1,good,TEACHER,PROFESSOR,4.0
Music,136,Brigham Young University - Hawaii,Dennise,,Ontiveros,1643796,1,good,TEACHER,PROFESSOR,5.0
Psychology,136,Brigham Young University - Hawaii,Eric,,Orr,852853,14,good,TEACHER,PROFESSOR,4.0
Religion,136,Brigham Young University - Hawaii,Craig J.,,Ostler,729242,2,good,TEACHER,PROFESSOR,3.5
Music,136,Brigham Young University - Hawaii,Jerold,,Ottley,959431,1,good,TEACHER,PROFESSOR,5.0
Information Systems,136,Brigham Young University - Hawaii,Edna,,Owan,775435,4,average,TEACHER,PROFESSOR,2.9
English,136,Brigham Young University - Hawaii,Patricia,,Patrick,1488804,14,good,TEACHER,PROFESSOR,4.4
English,136,Brigham Young University - Hawaii,Scott,,Patrick,2186313,4,good,TEACHER,PROFESSOR,5.0
Intercultural Studies,136,Brigham Young University - Hawaii,Zachary,,Payne,2263237,14,good,TEACHER,PROFESSOR,4.6
Physical Education,136,Brigham Young University - Hawaii,Jared,,Pere,2115557,2,good,TEACHER,PROFESSOR,5.0
English,136,Brigham Young University - Hawaii,Keith,,Peterson,1608514,10,good,TEACHER,PROFESSOR,3.5
Business,136,Brigham Young University - Hawaii,Ban,,Phung,1320399,14,good,TEACHER,PROFESSOR,4.4
English,136,Brigham Young University - Hawaii,Lupe,,Piena,959439,6,average,TEACHER,PROFESSOR,3.2
English,136,Brigham Young University - Hawaii,Joseph,,Plicka,1930615,17,good,TEACHER,PROFESSOR,4.0
English,136,Brigham Young University - Hawaii,Emily,,Plicka,1934792,10,good,TEACHER,PROFESSOR,4.6
Science,136,Brigham Young University - Hawaii,David,,Porter,929171,23,good,TEACHER,PROFESSOR,4.4
Business,136,Brigham Young University - Hawaii,David,,Preece,2106893,2,good,TEACHER,PROFESSOR,4.8
Marketing,136,Brigham Young University - Hawaii,David,,Preece,1531499,7,good,TEACHER,PROFESSOR,4.7
Education,136,Brigham Young University - Hawaii,Eric,,Rackley,1772607,11,good,TEACHER,PROFESSOR,4.5
Religion,136,Brigham Young University - Hawaii,Ula,,Rama,959433,5,good,TEACHER,PROFESSOR,4.5
Languages,136,Brigham Young University - Hawaii,Paul,,Rama,1849288,4,good,TEACHER,PROFESSOR,4.9
Accounting,136,Brigham Young University - Hawaii,Elizabeth,,Ramsay,2628390,2,good,TEACHER,PROFESSOR,5.0
Social Work,136,Brigham Young University - Hawaii,Jordan,,Rascon,2585342,1,poor,TEACHER,PROFESSOR,2.0
Health Science,136,Brigham Young University - Hawaii,Joel,,Reece,2151472,12,average,TEACHER,PROFESSOR,3.1
Languages,136,Brigham Young University - Hawaii,Rowenna,,Reid,2235712,3,good,TEACHER,PROFESSOR,5.0
Psychology,136,Brigham Young University - Hawaii,Rowena,,Reid,2345617,4,average,TEACHER,PROFESSOR,3.0
Humanities,136,Brigham Young University - Hawaii,Timothy,,Richardson,994172,13,good,TEACHER,PROFESSOR,4.2
Religion,136,Brigham Young University - Hawaii,Myron,,Richins,1168689,3,good,TEACHER,PROFESSOR,4.8
Business,136,Brigham Young University - Hawaii,James,,Ritchie,1476658,1,good,TEACHER,PROFESSOR,5.0
Social Work,136,Brigham Young University - Hawaii,Thomas,,Robertson,2348477,3,good,TEACHER,PROFESSOR,4.7
English,136,Brigham Young University - Hawaii,Stephanie,,Robertson,1564575,21,good,TEACHER,PROFESSOR,4.7
Communication,136,Brigham Young University - Hawaii,Tom,,Robinson,717676,12,average,TEACHER,PROFESSOR,3.0
Business,136,Brigham Young University - Hawaii,PJ,,Rogers,1925873,18,good,TEACHER,PROFESSOR,4.3
Economics,136,Brigham Young University - Hawaii,Katoa,,Sailusi,2489358,1,poor,TEACHER,PROFESSOR,2.0
Biology,136,Brigham Young University - Hawaii,Esprit,,Saucier,2412910,7,good,TEACHER,PROFESSOR,3.5
English,136,Brigham Young University - Hawaii,Stephanie,,Robertson,1564575,22,good,TEACHER,PROFESSOR,4.5
Communication,136,Brigham Young University - Hawaii,Tom,,Robinson,717676,15,average,TEACHER,PROFESSOR,3.3
Business,136,Brigham Young University - Hawaii,PJ,,Rogers,1925873,20,good,TEACHER,PROFESSOR,4.2
Economics,136,Brigham Young University - Hawaii,Katoa,,Sailusi,2489358,1,poor,TEACHER,PROFESSOR,2.0
Biology,136,Brigham Young University - Hawaii,Esprit,,Saucier,2412910,7,good,TEACHER,PROFESSOR,3.5
Accounting,136,Brigham Young University - Hawaii,Tialei,,Scanlan,2358878,5,good,TEACHER,PROFESSOR,4.0
Psychology,136,Brigham Young University - Hawaii,Spencer,,Scanlan,2472169,3,good,TEACHER,PROFESSOR,5.0
Biology,136,Brigham Young University - Hawaii,Karla,,Schade,1196391,2,good,TEACHER,PROFESSOR,4.8
Religion,136,Brigham Young University - Hawaii,Aaron,,Schade,1240488,11,good,TEACHER,PROFESSOR,4.2
Hospitality,136,Brigham Young University - Hawaii,Normand,,Schafer,2499744,37,good,TEACHER,PROFESSOR,4.3
English,136,Brigham Young University - Hawaii,Britta,,Schnebly,2544099,1,poor,TEACHER,PROFESSOR,2.0
English,136,Brigham Young University - Hawaii,Larissa,,Schumann,810411,4,good,TEACHER,PROFESSOR,3.5
Chemistry,136,Brigham Young University - Hawaii,Daniel,,Scott,1259826,43,average,TEACHER,PROFESSOR,3.0
English,136,Brigham Young University - Hawaii,Carolyn,,Sharp,1975312,17,good,TEACHER,PROFESSOR,4.0
Religion,136,Brigham Young University - Hawaii,Dan,,Sharp,1624503,27,good,TEACHER,PROFESSOR,4.6
Mathematics,136,Brigham Young University - Hawaii,Joyce,,Smart,2645777,1,good,TEACHER,PROFESSOR,4.0
Physical Ed,136,Brigham Young University - Hawaii,Kyndra,,Smith,331838,2,good,TEACHER,PROFESSOR,4.5
Political Science,136,Brigham Young University - Hawaii,Troy,,Smith,1210881,24,good,TEACHER,PROFESSOR,4.5
Information Systems,136,Brigham Young University - Hawaii,Joshua,,Smith,1622773,12,good,TEACHER,PROFESSOR,3.5
Social Work,136,Brigham Young University - Hawaii,Rejieli,,Smith,2608248,1,good,TEACHER,PROFESSOR,5.0
English,136,Brigham Young University - Hawaii,Tanya,,Smith,2657215,1,good,TEACHER,PROFESSOR,5.0
Mathematics,136,Brigham Young University - Hawaii,Diane,,Smith,2333934,6,good,TEACHER,PROFESSOR,5.0
Biology,136,Brigham Young University - Hawaii,Brad,,Smith,2038733,12,average,TEACHER,PROFESSOR,3.1
English,136,Brigham Young University - Hawaii,Shawnee,,Smith,2050762,1,good,TEACHER,PROFESSOR,5.0
Accounting,136,Brigham Young University - Hawaii,Abel,,Soares III,2660885,3,poor,TEACHER,PROFESSOR,2.0
English,136,Brigham Young University - Hawaii,Leola,,Solis,1487487,2,good,TEACHER,PROFESSOR,4.0
Business,136,Brigham Young University - Hawaii,Devin,,Sorensen,2388278,2,average,TEACHER,PROFESSOR,3.0
Humanities,136,Brigham Young University - Hawaii,Colleen,,Spring,546981,3,good,TEACHER,PROFESSOR,3.8
Business,136,Brigham Young University - Hawaii,Scott,,Springer,2183628,8,good,TEACHER,PROFESSOR,4.9
Business,136,Brigham Young University - Hawaii,Ann,,Springer,2366553,7,poor,TEACHER,PROFESSOR,2.3
English,136,Brigham Young University - Hawaii,Jon,,Stansell,1196139,10,average,TEACHER,PROFESSOR,3.2
English,136,Brigham Young University - Hawaii,Brittany,,Steed,2590946,1,poor,TEACHER,PROFESSOR,2.0
English,136,Brigham Young University - Hawaii,Leola,,Solis,1487487,2,good,TEACHER,PROFESSOR,4.0
Business,136,Brigham Young University - Hawaii,Devin,,Sorensen,2388278,2,average,TEACHER,PROFESSOR,3.0
Humanities,136,Brigham Young University - Hawaii,Colleen,,Spring,546981,3,good,TEACHER,PROFESSOR,3.8
Business,136,Brigham Young University - Hawaii,Scott,,Springer,2183628,8,good,TEACHER,PROFESSOR,4.9
Business,136,Brigham Young University - Hawaii,Ann,,Springer,2366553,18,good,TEACHER,PROFESSOR,3.8
English,136,Brigham Young University - Hawaii,Jon,,Stansell,1196139,10,average,TEACHER,PROFESSOR,3.2
English,136,Brigham Young University - Hawaii,Brittany,,Steed,2590946,1,poor,TEACHER,PROFESSOR,2.0
Religion,136,Brigham Young University - Hawaii,Eric,,Stephan,974088,3,good,TEACHER,PROFESSOR,4.0
Religion,136,Brigham Young University - Hawaii,Jonathan,,Stephenson,2441272,3,good,TEACHER,PROFESSOR,4.0
Chemistry,136,Brigham Young University - Hawaii,Wood,,Steven,714795,2,good,TEACHER,PROFESSOR,4.5
International Studies,136,Brigham Young University - Hawaii,James,,Stiefvater,2333914,4,good,TEACHER,PROFESSOR,4.3
Business,136,Brigham Young University - Hawaii,Scott,,Stiles,2052954,2,good,TEACHER,PROFESSOR,3.8
Communication,136,Brigham Young University - Hawaii,Daniel ,,Stout,1996594,7,good,TEACHER,PROFESSOR,4.0
History,136,Brigham Young University - Hawaii,Rebekah,,Strain,2229757,3,good,TEACHER,PROFESSOR,4.7
Religion,136,Brigham Young University - Hawaii,Rebekah,Kay,Strain,2661900,1,good,TEACHER,PROFESSOR,4.0
Information Systems,136,Brigham Young University - Hawaii,Jeff,,Strain,2453153,2,poor,TEACHER,PROFESSOR,1.0
Marketing,136,Brigham Young University - Hawaii,Tserennyam,,Sukhbaatar,2764702,1,good,TEACHER,PROFESSOR,5.0
Business,136,Brigham Young University - Hawaii,Spencer,,Taggart,2522643,6,good,TEACHER,PROFESSOR,4.2
Mathematics,136,Brigham Young University - Hawaii,Vanessa,Justine,Tandiman,2503651,2,good,TEACHER,PROFESSOR,5.0
Intercultural Studies,136,Brigham Young University - Hawaii,Amanda,,Tice,2164842,1,good,TEACHER,PROFESSOR,5.0
English,136,Brigham Young University - Hawaii,Kandi,,Timothy,2061424,3,poor,TEACHER,PROFESSOR,2.3
Psychology,136,Brigham Young University - Hawaii,Boyd,,Timothy,1480010,23,good,TEACHER,PROFESSOR,4.0
Fine Arts,136,Brigham Young University - Hawaii,Asipeli,,Toluta'u,2356853,4,poor,TEACHER,PROFESSOR,2.0
Languages,136,Brigham Young University - Hawaii,Shirley,,Tovey,1993280,3,good,TEACHER,PROFESSOR,4.8
Graphic Arts,136,Brigham Young University - Hawaii,Brandon,,Truscott,1613520,4,good,TEACHER,PROFESSOR,4.1
Political Science,136,Brigham Young University - Hawaii,John,,Tsukayama,1996737,16,good,TEACHER,PROFESSOR,4.1
History,136,Brigham Young University - Hawaii,James,,Tueller,410283,21,good,TEACHER,PROFESSOR,4.0
Physical Education,136,Brigham Young University - Hawaii,Marietta,,Tuionetoa,2149784,2,good,TEACHER,PROFESSOR,3.5
English,136,Brigham Young University - Hawaii,Amanda,,Vela,1870788,1,average,TEACHER,PROFESSOR,3.0
Economics,136,Brigham Young University - Hawaii,Ricardo,,Vicente,2285732,2,average,TEACHER,PROFESSOR,2.5
Accounting,136,Brigham Young University - Hawaii,David,,Waite,1925147,94,good,TEACHER,PROFESSOR,5.0
Ethnic Studies,136,Brigham Young University - Hawaii,Kamoa'e,,Walk,1564509,4,average,TEACHER,PROFESSOR,3.3
Anthropology,136,Brigham Young University - Hawaii,Rebekah,,Walker,1954131,14,average,TEACHER,PROFESSOR,2.6
History,136,Brigham Young University - Hawaii,Isaiah,,Walker,1373109,16,good,TEACHER,PROFESSOR,3.8
Ethnic Studies,136,Brigham Young University - Hawaii,Uncle Bill,,Wallace,959443,1,good,TEACHER,PROFESSOR,4.5
English,136,Brigham Young University - Hawaii,Amanda,,Wallace,2499412,2,average,TEACHER,PROFESSOR,3.0
Business,136,Brigham Young University - Hawaii,Cary,,Wasden,1388147,24,average,TEACHER,PROFESSOR,3.5
Accounting,136,Brigham Young University - Hawaii,Brian,,Watkins,2181492,5,good,TEACHER,PROFESSOR,4.6
Accounting,136,Brigham Young University - Hawaii,James,,Watkins,1738858,13,average,TEACHER,PROFESSOR,3.3
Education,136,Brigham Young University - Hawaii,Aileen,,Watts,1565690,1,poor,TEACHER,PROFESSOR,1.5
Education,136,Brigham Young University - Hawaii,Aleen,,Watts,1569305,1,poor,TEACHER,PROFESSOR,1.0
Physics,136,Brigham Young University - Hawaii,Michael,,Weber,959438,16,good,TEACHER,PROFESSOR,3.9
English,136,Brigham Young University - Hawaii,Zebulun,,Weeks,1622720,11,average,TEACHER,PROFESSOR,2.9
Biology,136,Brigham Young University - Hawaii,Colby,,Weeks,1635953,40,average,TEACHER,PROFESSOR,3.0
History,136,Brigham Young University - Hawaii,Hiagi,,Wesley,2533394,1,poor,TEACHER,PROFESSOR,1.0
Intercultural Studies,136,Brigham Young University - Hawaii,David,,Whippy,2165555,9,good,TEACHER,PROFESSOR,4.9
Accounting,136,Brigham Young University - Hawaii,Brent,,White,2233076,8,good,TEACHER,PROFESSOR,4.5
Education,136,Brigham Young University - Hawaii,Ammon,,Wilcken,2174433,9,good,TEACHER,PROFESSOR,4.6
English,136,Brigham Young University - Hawaii,Ned,,Williams,959432,17,average,TEACHER,PROFESSOR,3.4
Economics,136,Brigham Young University - Hawaii,Ron,,Williams,2619620,1,good,TEACHER,PROFESSOR,5.0
Physical Education,136,Brigham Young University - Hawaii,Melissa,,Wilson,1484372,7,good,TEACHER,PROFESSOR,4.9
Religion,136,Brigham Young University - Hawaii,Jerry,,Wilson,1499230,3,good,TEACHER,PROFESSOR,5.0
Marketing,136,Brigham Young University - Hawaii,Paul,L,Wilson,2660951,1,good,TEACHER,PROFESSOR,5.0
Business,136,Brigham Young University - Hawaii,Paul,,Wilson,2335065,3,good,TEACHER,PROFESSOR,4.3
Education,136,Brigham Young University - Hawaii,Roy,,Winstead,959434,3,good,TEACHER,PROFESSOR,4.5
Biology,136,Brigham Young University - Hawaii,Ingrid,,Wiscombe,2149790,4,poor,TEACHER,PROFESSOR,2.2
English,136,Brigham Young University - Hawaii,Rebecca,,Wolfersberger,1473901,2,good,TEACHER,PROFESSOR,3.5
English,136,Brigham Young University - Hawaii,Mark,,Wolfersberger,2114704,3,good,TEACHER,PROFESSOR,3.7
Information Systems,136,Brigham Young University - Hawaii,Stuart,,Wolthuis,1711693,4,good,TEACHER,PROFESSOR,4.7
Mathematics,136,Brigham Young University - Hawaii,Ka,Lun,Wong,2333932,5,good,TEACHER,PROFESSOR,3.8
Languages,136,Brigham Young University - Hawaii,Earl,,Wyman,1567256,6,good,TEACHER,PROFESSOR,3.7
Communication,136,Brigham Young University - Hawaii,Brent,,Yergensen,2353823,10,good,TEACHER,PROFESSOR,3.8
English,136,Brigham Young University - Hawaii,Mark,,Wolfersberger,2114704,3,good,TEACHER,PROFESSOR,3.7
Information Systems,136,Brigham Young University - Hawaii,Stuart,,Wolthuis,1711693,4,good,TEACHER,PROFESSOR,4.7
Mathematics,136,Brigham Young University - Hawaii,Ka,Lun,Wong,2333932,5,good,TEACHER,PROFESSOR,3.8
Languages,136,Brigham Young University - Hawaii,Earl,,Wyman,1567256,6,good,TEACHER,PROFESSOR,3.7
Communication,136,Brigham Young University - Hawaii,Brent,,Yergensen,2353823,10,good,TEACHER,PROFESSOR,3.8
