tDept,tSid,institution_name,tFname,tMiddlename,tLname,tid,tNumRatings,rating_class,contentType,categoryType,overall_rating
Marketing,1754,Brigham Young University - Idaho,Donald,,Kelly,2686532,3,good,TEACHER,PROFESSOR,5.0
Biology,1754,Brigham Young University - Idaho,Todd,,Kelson,419739,126,average,TEACHER,PROFESSOR,3.4
Music,1754,Brigham Young University - Idaho,Randall,,Kempton,624584,30,good,TEACHER,PROFESSOR,4.3
English,1754,Brigham Young University - Idaho,Grant,C,Kendall,2383365,3,good,TEACHER,PROFESSOR,4.3
English,1754,Brigham Young University - Idaho,Brian,T.,Kenison,2249947,1,good,TEACHER,PROFESSOR,4.0
Business,1754,Brigham Young University - Idaho,Terrel,,Kennard,2489436,1,good,TEACHER,PROFESSOR,5.0
Communication,1754,Brigham Young University - Idaho,Koster,,Kennard,2709488,2,average,TEACHER,PROFESSOR,3.0
Business,1754,Brigham Young University - Idaho,Terry,,Kennard,2235384,10,good,TEACHER,PROFESSOR,4.4
Online Learning,1754,Brigham Young University - Idaho,Byron,,Kennedy,2308436,1,average,TEACHER,PROFESSOR,3.0
Computer Information Technology,1754,Brigham Young University - Idaho,Dylan,,Kennedy,2592886,1,good,TEACHER,PROFESSOR,5.0
Mathematics,1754,Brigham Young University - Idaho,Melanie,,Kennelly,700002,70,good,TEACHER,PROFESSOR,3.5
Business,1754,Brigham Young University - Idaho,Jason,,Kent,2338914,1,good,TEACHER,PROFESSOR,5.0
Education,1754,Brigham Young University - Idaho,Ralph,,Kern,833726,68,good,TEACHER,PROFESSOR,3.6
Mathematics,1754,Brigham Young University - Idaho,Ralph,,Kern,2205524,30,good,TEACHER,PROFESSOR,4.4
Music,1754,Brigham Young University - Idaho,Daniel,,Kerr,1308949,14,good,TEACHER,PROFESSOR,4.7
Religion,1754,Brigham Young University - Idaho,Nate,,Kjar,2732619,1,good,TEACHER,PROFESSOR,5.0
Art,1754,Brigham Young University - Idaho,Andrew,,Klc,2448732,3,good,TEACHER,PROFESSOR,4.0
Computer Information Technology,1754,Brigham Young University - Idaho,Matthew,,Klein,2245620,2,poor,TEACHER,PROFESSOR,1.5
Music,1754,Brigham Young University - Idaho,Jon,,Klein,1591774,11,good,TEACHER,PROFESSOR,3.7
Health Science,1754,Brigham Young University - Idaho,Elise,,Klingler,2111751,17,good,TEACHER,PROFESSOR,4.8
Home amp Family Studies,1754,Brigham Young University - Idaho,Douglas,,Klingler,2479116,1,good,TEACHER,PROFESSOR,5.0
Health Science,1754,Brigham Young University - Idaho,Greg,,Klingler,1377336,58,good,TEACHER,PROFESSOR,4.7
Online Learning,1754,Brigham Young University - Idaho,Marcia,,Kmetz,2609944,5,good,TEACHER,PROFESSOR,4.8
Home amp Family Studies,1754,Brigham Young University - Idaho,Christie,,Knight,2479121,4,poor,TEACHER,PROFESSOR,2.0
Communication,1754,Brigham Young University - Idaho,Doug,,Knutson,1413926,2,good,TEACHER,PROFESSOR,4.5
Home & Family Studies,1754,Brigham Young University - Idaho,Alana,,Knutson,2608101,2,good,TEACHER,PROFESSOR,3.5
Online Learning,1754,Brigham Young University - Idaho,Scott,,Koenig,2173710,4,poor,TEACHER,PROFESSOR,2.2
Art,1754,Brigham Young University - Idaho,Hans,,Koepsell,2610856,2,good,TEACHER,PROFESSOR,5.0
Health Science,1754,Brigham Young University - Idaho,Heather,,Kofoed,2324706,6,good,TEACHER,PROFESSOR,4.2
Humanities,1754,Brigham Young University - Idaho,Emily,,Koon,2059915,10,good,TEACHER,PROFESSOR,4.7
Accounting,1754,Brigham Young University - Idaho,Scott,,Kriebel,2158457,13,good,TEACHER,PROFESSOR,4.5
Online Learning,1754,Brigham Young University - Idaho,Kevin,,Krogh,1809383,9,average,TEACHER,PROFESSOR,2.5
Foundations,1754,Brigham Young University - Idaho,Lauren,,Krutko,2282059,2,good,TEACHER,PROFESSOR,4.5
Physical Education,1754,Brigham Young University - Idaho,Camryn,,Kubie,2022616,1,good,TEACHER,PROFESSOR,5.0
Online Learning,1754,Brigham Young University - Idaho,Duncan,,Kuehn,1888445,18,good,TEACHER,PROFESSOR,4.8
Recreation,1754,Brigham Young University - Idaho,Steve,,Kugath,780144,8,good,TEACHER,PROFESSOR,4.7
Home amp Family Studies,1754,Brigham Young University - Idaho,Michael,,Kuhle,2479125,4,good,TEACHER,PROFESSOR,4.8
Foreign Languages & Literature,1754,Brigham Young University - Idaho,Ed,,Kumferman,345065,55,good,TEACHER,PROFESSOR,4.5
Religion,1754,Brigham Young University - Idaho,Kory,,Kunz,894515,31,good,TEACHER,PROFESSOR,4.8
Art,1754,Brigham Young University - Idaho,Emily,,Kunz,1909639,9,good,TEACHER,PROFESSOR,4.3
General Studies,1754,Brigham Young University - Idaho,Connor,,Kunz,2240883,8,good,TEACHER,PROFESSOR,5.0
Online Learning,1754,Brigham Young University - Idaho,Caitlin,,Kunz,2581768,1,good,TEACHER,PROFESSOR,5.0
English,1754,Brigham Young University - Idaho,Suzette,,Kunz,2065941,13,good,TEACHER,PROFESSOR,4.5
Mechanical Engineering,1754,Brigham Young University - Idaho,Howard,,Kunz,2707519,1,good,TEACHER,PROFESSOR,4.0
Religion,1754,Brigham Young University - Idaho,David,,Kunzler,2636388,1,good,TEACHER,PROFESSOR,5.0
Business,1754,Brigham Young University - Idaho,Jayson,,Kunzler,913554,58,average,TEACHER,PROFESSOR,3.0
Business,1754,Brigham Young University - Idaho,Bruce,,Kusch,925455,15,average,TEACHER,PROFESSOR,2.9
Home & Family Studies,1754,Brigham Young University - Idaho,Alynda,,Kusch,1455082,4,average,TEACHER,PROFESSOR,3.2
Mathematics,1754,Brigham Young University - Idaho,Katie,,Kuykendall,1884878,1,good,TEACHER,PROFESSOR,5.0
Child & Family Studies,1754,Brigham Young University - Idaho,Sharla,,Kwarm,2708703,3,good,TEACHER,PROFESSOR,5.0
Career Development,1754,Brigham Young University - Idaho,Amy,,Labaugh,926048,9,average,TEACHER,PROFESSOR,3.3
Communication,1754,Brigham Young University - Idaho,Jack,,Labaugh,1324264,33,good,TEACHER,PROFESSOR,4.6
History,1754,Brigham Young University - Idaho,Mel,,Labrum,1806866,5,good,TEACHER,PROFESSOR,5.0
Economics,1754,Brigham Young University - Idaho,Brock,,Lacy,2293486,8,good,TEACHER,PROFESSOR,3.7
Accounting,1754,Brigham Young University - Idaho,Tressa,,Lacy,2643919,2,good,TEACHER,PROFESSOR,5.0
Theology,1754,Brigham Young University - Idaho,Doug,,Ladle,176818,31,good,TEACHER,PROFESSOR,4.1
Business,1754,Brigham Young University - Idaho,Justin,,Lafeen,2128610,3,average,TEACHER,PROFESSOR,3.3
Biology,1754,Brigham Young University - Idaho,Jacob,,LaFond,2178824,2,good,TEACHER,PROFESSOR,5.0
Mathematics,1754,Brigham Young University - Idaho,Ronald,,Lagerstorm,1387746,5,good,TEACHER,PROFESSOR,5.0
Child & Family Studies,1754,Brigham Young University - Idaho,Heather,,Lake,1913419,12,good,TEACHER,PROFESSOR,4.5
Business,1754,Brigham Young University - Idaho,Bryan,,Lake,2685531,1,good,TEACHER,PROFESSOR,5.0
Animal Science,1754,Brigham Young University - Idaho,James,,Lamb,925440,5,good,TEACHER,PROFESSOR,4.8
Music,1754,Brigham Young University - Idaho,Audrey,,Lambert,2158257,3,good,TEACHER,PROFESSOR,3.7
Child & Family Studies,1754,Brigham Young University - Idaho,VJ,,Lammons,888520,11,good,TEACHER,PROFESSOR,4.8
Political Science,1754,Brigham Young University - Idaho,Jeremy,,Lamoreaux,491706,67,good,TEACHER,PROFESSOR,4.6
Health Science,1754,Brigham Young University - Idaho,James,,Lamph,189409,70,average,TEACHER,PROFESSOR,3.3
Business,1754,Brigham Young University - Idaho,Grant,,Lamphere,2571048,2,good,TEACHER,PROFESSOR,4.5
Religion,1754,Brigham Young University - Idaho,Shannon,,Landheim,1865786,13,good,TEACHER,PROFESSOR,4.8
Mathematics,1754,Brigham Young University - Idaho,Becky,,Landon,2432985,9,good,TEACHER,PROFESSOR,4.3
Religion,1754,Brigham Young University - Idaho,Matthew,,Langton,2543625,1,poor,TEACHER,PROFESSOR,1.0
Physical Ed,1754,Brigham Young University - Idaho,Eli,,Lankford,804777,41,average,TEACHER,PROFESSOR,3.2
Physical Education,1754,Brigham Young University - Idaho,Tiffani,,Lankford,964536,3,good,TEACHER,PROFESSOR,4.7
Health  Human Performance,1754,Brigham Young University - Idaho,David,E.,Lankford,1993184,1,average,TEACHER,PROFESSOR,3.0
Education,1754,Brigham Young University - Idaho,Karla,A,Laorange,1913648,21,good,TEACHER,PROFESSOR,5.0
Biology,1754,Brigham Young University - Idaho,Sampson ,M,Lapierre,2015911,97,good,TEACHER,PROFESSOR,4.4
General Studies,1754,Brigham Young University - Idaho,David,,Larsen,1884279,3,good,TEACHER,PROFESSOR,3.5
Sociology,1754,Brigham Young University - Idaho,Elisabeth,,Larsen,2479379,4,good,TEACHER,PROFESSOR,4.8
Religion,1754,Brigham Young University - Idaho,Chad,,Larsen,2357848,7,good,TEACHER,PROFESSOR,4.7
Sociology,1754,Brigham Young University - Idaho,Elizabeth,,Larsen,1802669,4,good,TEACHER,PROFESSOR,4.8
Dance,1754,Brigham Young University - Idaho,Gary,,Larsen,1183535,24,good,TEACHER,PROFESSOR,4.7
Communication,1754,Brigham Young University - Idaho,Kristen,Elizabeth,Larson,2151162,2,good,TEACHER,PROFESSOR,5.0
Computer Science,1754,Brigham Young University - Idaho,Katie,,Larson,2684124,3,good,TEACHER,PROFESSOR,5.0
Music,1754,Brigham Young University - Idaho,Emily,,Lassen,1703493,2,good,TEACHER,PROFESSOR,4.5
Art,1754,Brigham Young University - Idaho,Mike,,Laughead,2630211,3,good,TEACHER,PROFESSOR,5.0
English,1754,Brigham Young University - Idaho,Linda,,Lawliss,1954347,1,good,TEACHER,PROFESSOR,5.0
Biology,1754,Brigham Young University - Idaho,Jacob,,LaFond,2178824,2,good,TEACHER,PROFESSOR,5.0
Mathematics,1754,Brigham Young University - Idaho,Ronald,,Lagerstorm,1387746,5,good,TEACHER,PROFESSOR,5.0
Child & Family Studies,1754,Brigham Young University - Idaho,Heather,,Lake,1913419,12,good,TEACHER,PROFESSOR,4.5
Business,1754,Brigham Young University - Idaho,Bryan,,Lake,2685531,3,good,TEACHER,PROFESSOR,5.0
Animal Science,1754,Brigham Young University - Idaho,James,,Lamb,925440,5,good,TEACHER,PROFESSOR,4.8
Music,1754,Brigham Young University - Idaho,Audrey,,Lambert,2158257,3,good,TEACHER,PROFESSOR,3.7
Child & Family Studies,1754,Brigham Young University - Idaho,VJ,,Lammons,888520,11,good,TEACHER,PROFESSOR,4.8
Political Science,1754,Brigham Young University - Idaho,Jeremy,,Lamoreaux,491706,68,good,TEACHER,PROFESSOR,4.6
Health Science,1754,Brigham Young University - Idaho,James,,Lamph,189409,70,average,TEACHER,PROFESSOR,3.3
Business,1754,Brigham Young University - Idaho,Grant,,Lamphere,2571048,2,good,TEACHER,PROFESSOR,4.5
Religion,1754,Brigham Young University - Idaho,Shannon,,Landheim,1865786,13,good,TEACHER,PROFESSOR,4.8
Mathematics,1754,Brigham Young University - Idaho,Becky,,Landon,2432985,13,good,TEACHER,PROFESSOR,3.6
Religion,1754,Brigham Young University - Idaho,Matthew,,Langton,2543625,1,poor,TEACHER,PROFESSOR,1.0
Physical Education,1754,Brigham Young University - Idaho,Tiffani,,Lankford,964536,3,good,TEACHER,PROFESSOR,4.7
Health  Human Performance,1754,Brigham Young University - Idaho,David,E.,Lankford,1993184,1,average,TEACHER,PROFESSOR,3.0
Physical Ed,1754,Brigham Young University - Idaho,Eli,,Lankford,804777,42,average,TEACHER,PROFESSOR,3.2
Education,1754,Brigham Young University - Idaho,Karla,A,Laorange,1913648,23,good,TEACHER,PROFESSOR,5.0
Biology,1754,Brigham Young University - Idaho,Sampson ,M,Lapierre,2015911,97,good,TEACHER,PROFESSOR,4.4
Academic Services,1754,Brigham Young University - Idaho,Mike,,Lehman,1403715,3,poor,TEACHER,PROFESSOR,2.3
Management,1754,Brigham Young University - Idaho,Michael,,Leib,2658678,2,good,TEACHER,PROFESSOR,4.5
Business,1754,Brigham Young University - Idaho,Stacy,,Leitner,2609183,5,average,TEACHER,PROFESSOR,3.2
Mathematics,1754,Brigham Young University - Idaho,Nan,,Lemmon,2237739,5,good,TEACHER,PROFESSOR,5.0
Chemistry,1754,Brigham Young University - Idaho,Marybeth,,Lemon,1651896,913,good,TEACHER,PROFESSOR,4.7
Chemistry,1754,Brigham Young University - Idaho,Brian,,Lemon,635736,109,good,TEACHER,PROFESSOR,3.7
Business,1754,Brigham Young University - Idaho,Erin,,Lemons,2610140,3,average,TEACHER,PROFESSOR,3.0
History,1754,Brigham Young University - Idaho,Mike,,Lenhart,21454,81,average,TEACHER,PROFESSOR,2.7
English,1754,Brigham Young University - Idaho,Roberto,Sebastian,Leon,2611651,2,good,TEACHER,PROFESSOR,4.5
Online Learning,1754,Brigham Young University - Idaho,Becca,,Leonardo,2266548,2,average,TEACHER,PROFESSOR,3.0
Foundations,1754,Brigham Young University - Idaho,Rebecca,,Leonardo,2452298,1,good,TEACHER,PROFESSOR,5.0
Geology,1754,Brigham Young University - Idaho,Becca,,Leonardo,2215448,9,poor,TEACHER,PROFESSOR,1.9
Business,1754,Brigham Young University - Idaho,Aaron,,Lerwill,1728386,17,poor,TEACHER,PROFESSOR,1.7
Theater,1754,Brigham Young University - Idaho,Josh,,Leukhardt,2705037,2,good,TEACHER,PROFESSOR,3.5
Health Science,1754,Brigham Young University - Idaho,Sharlene,,Lewis,1590119,5,good,TEACHER,PROFESSOR,4.7
EMT & Paramedic,1754,Brigham Young University - Idaho,John,,Lewis,1105483,24,good,TEACHER,PROFESSOR,3.9
Mathematics,1754,Brigham Young University - Idaho,Matthew,,Lewis,2232652,36,good,TEACHER,PROFESSOR,4.3
Chemistry,1754,Brigham Young University - Idaho,Landon,C,Lewis,2735303,1,poor,TEACHER,PROFESSOR,1.0
History & Political Science,1754,Brigham Young University - Idaho,Hyrum,,Lewis,917621,168,good,TEACHER,PROFESSOR,3.9
Mechanical Engineering,1754,Brigham Young University - Idaho,Bryan,,Lewis,2315757,50,good,TEACHER,PROFESSOR,4.4
Computer Science,1754,Brigham Young University - Idaho,Jessie,,Lilya,1972507,5,good,TEACHER,PROFESSOR,4.5
Art,1754,Brigham Young University - Idaho,Eric,,Limburg,2556429,2,average,TEACHER,PROFESSOR,3.0
Business,1754,Brigham Young University - Idaho,Kristal,,Lindheimer,2452628,1,average,TEACHER,PROFESSOR,3.0
Psychology,1754,Brigham Young University - Idaho,Jennifer,,Lindsay,2185243,33,poor,TEACHER,PROFESSOR,2.4
Religion,1754,Brigham Young University - Idaho,Shaun,,Lindsay,2331672,2,good,TEACHER,PROFESSOR,4.0
Computer Science,1754,Brigham Young University - Idaho,Jeremy,,Lindsey,2709373,2,good,TEACHER,PROFESSOR,5.0
Computer Information Technology,1754,Brigham Young University - Idaho,Craig,,Lindstrom,2183998,15,average,TEACHER,PROFESSOR,3.4
Physics,1754,Brigham Young University - Idaho,Todd,,Lines,1079973,58,good,TEACHER,PROFESSOR,4.1
Music,1754,Brigham Young University - Idaho,Jon,,Linford,685576,15,good,TEACHER,PROFESSOR,4.7
Business,1754,Brigham Young University - Idaho,Steven,J.,Little,2250308,2,poor,TEACHER,PROFESSOR,2.0
Geology,1754,Brigham Young University - Idaho,William,,Little,632421,40,good,TEACHER,PROFESSOR,3.5
Mathematics,1754,Brigham Young University - Idaho,Rich,,Llewellyn,1272758,88,good,TEACHER,PROFESSOR,4.8
Biology,1754,Brigham Young University - Idaho,Andrea,,Lloyd,2089745,4,good,TEACHER,PROFESSOR,4.8
Biology,1754,Brigham Young University - Idaho,Andria,,Lloyd,2507789,1,good,TEACHER,PROFESSOR,5.0
Instructional Technology,1754,Brigham Young University - Idaho,Adam,,Lloyd,2682676,1,average,TEACHER,PROFESSOR,3.0
English,1754,Brigham Young University - Idaho,Roberto,Sebastian,Leon,2611651,2,good,TEACHER,PROFESSOR,4.5
Online Learning,1754,Brigham Young University - Idaho,Becca,,Leonardo,2266548,2,average,TEACHER,PROFESSOR,3.0
Foundations,1754,Brigham Young University - Idaho,Rebecca,,Leonardo,2452298,1,good,TEACHER,PROFESSOR,5.0
Geology,1754,Brigham Young University - Idaho,Becca,,Leonardo,2215448,9,poor,TEACHER,PROFESSOR,1.9
Business,1754,Brigham Young University - Idaho,Aaron,,Lerwill,1728386,17,poor,TEACHER,PROFESSOR,1.7
Theater,1754,Brigham Young University - Idaho,Josh,,Leukhardt,2705037,2,good,TEACHER,PROFESSOR,3.5
Health Science,1754,Brigham Young University - Idaho,Sharlene,,Lewis,1590119,5,good,TEACHER,PROFESSOR,4.7
EMT & Paramedic,1754,Brigham Young University - Idaho,John,,Lewis,1105483,26,good,TEACHER,PROFESSOR,3.9
Chemistry,1754,Brigham Young University - Idaho,Landon,C,Lewis,2735303,2,poor,TEACHER,PROFESSOR,1.5
Mathematics,1754,Brigham Young University - Idaho,Matthew,,Lewis,2232652,40,good,TEACHER,PROFESSOR,4.2
History & Political Science,1754,Brigham Young University - Idaho,Hyrum,,Lewis,917621,170,good,TEACHER,PROFESSOR,3.7
Mechanical Engineering,1754,Brigham Young University - Idaho,Bryan,,Lewis,2315757,50,good,TEACHER,PROFESSOR,4.4
Computer Science,1754,Brigham Young University - Idaho,Jessie,,Lilya,1972507,5,good,TEACHER,PROFESSOR,4.5
Art,1754,Brigham Young University - Idaho,Eric,,Limburg,2556429,2,average,TEACHER,PROFESSOR,3.0
Business,1754,Brigham Young University - Idaho,Kristal,,Lindheimer,2452628,1,average,TEACHER,PROFESSOR,3.0
Psychology,1754,Brigham Young University - Idaho,Jennifer,,Lindsay,2185243,33,poor,TEACHER,PROFESSOR,2.4
Art,1754,Brigham Young University - Idaho,Kat,,Lowry,2539551,4,good,TEACHER,PROFESSOR,3.5
Psychology,1754,Brigham Young University - Idaho,Christopher,,Lowry,290774,118,good,TEACHER,PROFESSOR,3.5
Computer Science,1754,Brigham Young University - Idaho,Devin,,LuBean,2472038,1,good,TEACHER,PROFESSOR,4.0
Art,1754,Brigham Young University - Idaho,Emily,,Ludlow,2532710,4,poor,TEACHER,PROFESSOR,1.2
Music,1754,Brigham Young University - Idaho,Nadine,,Luke,1589449,5,good,TEACHER,PROFESSOR,4.5
History,1754,Brigham Young University - Idaho,Adam,,Luke,2092289,4,good,TEACHER,PROFESSOR,3.5
Business,1754,Brigham Young University - Idaho,Adam,S,Luke,2169255,6,good,TEACHER,PROFESSOR,4.2
Foreign Languages amp Literature,1754,Brigham Young University - Idaho,Chad,,Luke,2349658,4,good,TEACHER,PROFESSOR,4.8
Music,1754,Brigham Young University - Idaho,Golden,A,Lund,1753899,5,average,TEACHER,PROFESSOR,3.3
Religion,1754,Brigham Young University - Idaho,Steven,,Lund,2281543,2,average,TEACHER,PROFESSOR,2.5
Computer Information Technology,1754,Brigham Young University - Idaho,Jonathan,,Lundberg,2450669,2,average,TEACHER,PROFESSOR,3.0
Mathematics,1754,Brigham Young University - Idaho,Jill,,Lundell,1620828,33,average,TEACHER,PROFESSOR,3.0
Home & Family Studies,1754,Brigham Young University - Idaho,Julie,,Lundin,1663806,12,good,TEACHER,PROFESSOR,4.2
Art,1754,Brigham Young University - Idaho,Vince,,Lundin,2211086,2,average,TEACHER,PROFESSOR,3.0
Business,1754,Brigham Young University - Idaho,Kent,,Lundin,823839,36,good,TEACHER,PROFESSOR,3.6
Business,1754,Brigham Young University - Idaho,Tiara,,Lusk,1240105,26,good,TEACHER,PROFESSOR,4.5
Health  Human Performance,1754,Brigham Young University - Idaho,Nicole,,Lybbert,1967692,1,good,TEACHER,PROFESSOR,5.0
English,1754,Brigham Young University - Idaho,Kimber,,Lybbert,2561741,1,good,TEACHER,PROFESSOR,5.0
Communication,1754,Brigham Young University - Idaho,Eric,,Lybbert,1525164,50,average,TEACHER,PROFESSOR,3.5
Child & Family Studies,1754,Brigham Young University - Idaho,Rhonda,,Lyman,759326,14,poor,TEACHER,PROFESSOR,2.5
Music,1754,Brigham Young University - Idaho,Rebecca,Ruth,Lord,2062817,16,good,TEACHER,PROFESSOR,4.9
Sociology,1754,Brigham Young University - Idaho,Kristie,,Lords,2746649,1,good,TEACHER,PROFESSOR,5.0
Online Learning,1754,Brigham Young University - Idaho,Susan,Marie,Lott,2124754,4,good,TEACHER,PROFESSOR,5.0
Education,1754,Brigham Young University - Idaho,Denae,,Love,1860448,167,good,TEACHER,PROFESSOR,4.2
Health Science,1754,Brigham Young University - Idaho,Curtis,,Loveless,2478683,4,good,TEACHER,PROFESSOR,4.8
Electrical Engineering,1754,Brigham Young University - Idaho,Larry,,Lovell,1785937,2,poor,TEACHER,PROFESSOR,1.8
Recreation,1754,Brigham Young University - Idaho,Denice,,Lovell,2061189,2,poor,TEACHER,PROFESSOR,2.3
Recreation,1754,Brigham Young University - Idaho,Denise,,Lovell,1851753,2,average,TEACHER,PROFESSOR,3.0
Geology,1754,Brigham Young University - Idaho,Mark,,Lovell,713012,107,good,TEACHER,PROFESSOR,3.6
Nursing,1754,Brigham Young University - Idaho,Beckie,,Lowe,2428680,1,good,TEACHER,PROFESSOR,5.0
Art,1754,Brigham Young University - Idaho,Kat,,Lowry,2539551,4,good,TEACHER,PROFESSOR,3.5
Psychology,1754,Brigham Young University - Idaho,Christopher,,Lowry,290774,121,good,TEACHER,PROFESSOR,3.5
Computer Science,1754,Brigham Young University - Idaho,Devin,,LuBean,2472038,1,good,TEACHER,PROFESSOR,4.0
Art,1754,Brigham Young University - Idaho,Emily,,Ludlow,2532710,4,poor,TEACHER,PROFESSOR,1.2
Music,1754,Brigham Young University - Idaho,Nadine,,Luke,1589449,5,good,TEACHER,PROFESSOR,4.5
History,1754,Brigham Young University - Idaho,Adam,,Luke,2092289,4,good,TEACHER,PROFESSOR,3.5
Business,1754,Brigham Young University - Idaho,Adam,S,Luke,2169255,6,good,TEACHER,PROFESSOR,4.2
Foreign Languages amp Literature,1754,Brigham Young University - Idaho,Chad,,Luke,2349658,4,good,TEACHER,PROFESSOR,4.8
Music,1754,Brigham Young University - Idaho,Golden,A,Lund,1753899,5,average,TEACHER,PROFESSOR,3.3
Religion,1754,Brigham Young University - Idaho,Steven,,Lund,2281543,2,average,TEACHER,PROFESSOR,2.5
Computer Information Technology,1754,Brigham Young University - Idaho,Jonathan,,Lundberg,2450669,2,average,TEACHER,PROFESSOR,3.0
Mathematics,1754,Brigham Young University - Idaho,Jill,,Lundell,1620828,33,average,TEACHER,PROFESSOR,3.0
Home & Family Studies,1754,Brigham Young University - Idaho,Julie,,Lundin,1663806,12,good,TEACHER,PROFESSOR,4.2
Art,1754,Brigham Young University - Idaho,Vince,,Lundin,2211086,2,average,TEACHER,PROFESSOR,3.0
Business,1754,Brigham Young University - Idaho,Kent,,Lundin,823839,36,good,TEACHER,PROFESSOR,3.6
Business,1754,Brigham Young University - Idaho,Tiara,,Lusk,1240105,26,good,TEACHER,PROFESSOR,4.5
Health  Human Performance,1754,Brigham Young University - Idaho,Nicole,,Lybbert,1967692,1,good,TEACHER,PROFESSOR,5.0
English,1754,Brigham Young University - Idaho,Kimber,,Lybbert,2561741,1,good,TEACHER,PROFESSOR,5.0
Communication,1754,Brigham Young University - Idaho,Eric,,Lybbert,1525164,54,average,TEACHER,PROFESSOR,3.5
Child & Family Studies,1754,Brigham Young University - Idaho,Rhonda,,Lyman,759326,14,poor,TEACHER,PROFESSOR,2.5
Computer Science,1754,Brigham Young University - Idaho,Rob,,Lyon,2117697,2,good,TEACHER,PROFESSOR,4.3
Computer Science,1754,Brigham Young University - Idaho,Jeff,,Lyon,2637431,2,poor,TEACHER,PROFESSOR,2.0
Computer Science,1754,Brigham Young University - Idaho,Brad,,Lythgoe,2729476,1,poor,TEACHER,PROFESSOR,1.0
Economics,1754,Brigham Young University - Idaho,Martin,J,Ma,1919482,52,average,TEACHER,PROFESSOR,3.0
Online Learning,1754,Brigham Young University - Idaho,Matthew,,Mabey,1536518,13,poor,TEACHER,PROFESSOR,2.1
Computer Science,1754,Brigham Young University - Idaho,Chad,,Macbeth,2296726,38,good,TEACHER,PROFESSOR,4.7
Construction,1754,Brigham Young University - Idaho,Natalie,,Macbeth,2732514,2,good,TEACHER,PROFESSOR,4.0
Architecture,1754,Brigham Young University - Idaho,Jeff,,MacCabe,2598641,7,good,TEACHER,PROFESSOR,5.0
Child & Family Studies,1754,Brigham Young University - Idaho,Alexander,,Macdonald,2569389,3,poor,TEACHER,PROFESSOR,1.0
Foundations,1754,Brigham Young University - Idaho,Doug,,Mackay,2244291,4,good,TEACHER,PROFESSOR,5.0
History,1754,Brigham Young University - Idaho,Michael,,Mackay,2541156,1,good,TEACHER,PROFESSOR,5.0
Computer Science,1754,Brigham Young University - Idaho,Byron,,Mackay,2680607,1,good,TEACHER,PROFESSOR,5.0
English,1754,Brigham Young University - Idaho,Suzanne_carol,,MacKelprang,1602211,12,good,TEACHER,PROFESSOR,3.8
Geography,1754,Brigham Young University - Idaho,Michael,,Madsen,383327,89,good,TEACHER,PROFESSOR,4.5
Education,1754,Brigham Young University - Idaho,Michael,H,Madsen,2575737,3,good,TEACHER,PROFESSOR,3.7
Education,1754,Brigham Young University - Idaho,David,,Magleby,823766,185,average,TEACHER,PROFESSOR,2.9
Business,1754,Brigham Young University - Idaho,William,,Mahoney,2348624,1,good,TEACHER,PROFESSOR,4.0
Health Science,1754,Brigham Young University - Idaho,Greg,,Mahrt,2631639,70,good,TEACHER,PROFESSOR,4.6
Computer Information Technology,1754,Brigham Young University - Idaho,Craig,Steven,Maire,2115900,4,good,TEACHER,PROFESSOR,3.5
Foundations,1754,Brigham Young University - Idaho,Jonathan,,Major,2578104,2,poor,TEACHER,PROFESSOR,1.0
English,1754,Brigham Young University - Idaho,Melanie,,Malm,1110362,16,good,TEACHER,PROFESSOR,4.2
Chemistry,1754,Brigham Young University - Idaho,Willis,,Malone,2174153,4,good,TEACHER,PROFESSOR,4.0
Automotive Technology,1754,Brigham Young University - Idaho,Daniel,Ortega,Manchego,2703244,1,poor,TEACHER,PROFESSOR,1.0
Religion,1754,Brigham Young University - Idaho,James,,Mangum,2583392,2,good,TEACHER,PROFESSOR,3.5
Computer Science,1754,Brigham Young University - Idaho,Matt,,Manley,2427133,15,good,TEACHER,PROFESSOR,4.3
English,1754,Brigham Young University - Idaho,Barbara,,Mann,517026,38,good,TEACHER,PROFESSOR,3.7
Computer Information Technology,1754,Brigham Young University - Idaho,Jason,,Mann,2720829,1,poor,TEACHER,PROFESSOR,1.0
Chemistry,1754,Brigham Young University - Idaho,Les,,Manner,761122,67,average,TEACHER,PROFESSOR,3.2
Business,1754,Brigham Young University - Idaho,Steven,,Maranville,2660690,1,average,TEACHER,PROFESSOR,3.0
Online Learning,1754,Brigham Young University - Idaho,Bradley,,Marchant,1891044,1,good,TEACHER,PROFESSOR,4.0
Computer Information Technology,1754,Brigham Young University - Idaho,Ryan,,Marchant,2361640,2,good,TEACHER,PROFESSOR,4.0
Religion,1754,Brigham Young University - Idaho,Robert,,Marcum,587611,45,average,TEACHER,PROFESSOR,2.7
Online Learning,1754,Brigham Young University - Idaho,Adele,,Marcum,1801548,1,good,TEACHER,PROFESSOR,4.0
Online Learning,1754,Brigham Young University - Idaho,Shauna,Lynn,Mariska,2096558,3,good,TEACHER,PROFESSOR,5.0
Biology,1754,Brigham Young University - Idaho,Dewell,K.,Mark,2235807,1,good,TEACHER,PROFESSOR,5.0
Counseling,1754,Brigham Young University - Idaho,Roy,,Marlowe,142190,6,good,TEACHER,PROFESSOR,4.9
Business,1754,Brigham Young University - Idaho,Mary,,Maroon,2414796,8,good,TEACHER,PROFESSOR,4.7
