tDept,tSid,institution_name,tFname,tMiddlename,tLname,tid,tNumRatings,rating_class,contentType,categoryType,overall_rating
Accounting,1754,Brigham Young University - Idaho,Don,,Campbell,1101911,64,average,TEACHER,PROFESSOR,2.7
Chemistry,1754,Brigham Young University - Idaho,Barrie,Carvel,Campbell,2270377,5,average,TEACHER,PROFESSOR,2.8
Psychology,1754,Brigham Young University - Idaho,Jerevie,Malig,Canlas,2168836,2,good,TEACHER,PROFESSOR,4.0
Online Learning,1754,Brigham Young University - Idaho,Carl,,Canlas,2500426,3,good,TEACHER,PROFESSOR,4.3
Child & Family Studies,1754,Brigham Young University - Idaho,JV,,Canlas,2518666,2,good,TEACHER,PROFESSOR,4.0
Communication,1754,Brigham Young University - Idaho,Mike,,Cannon,570802,17,good,TEACHER,PROFESSOR,4.7
Geography,1754,Brigham Young University - Idaho,Sean,,Cannon,835610,46,good,TEACHER,PROFESSOR,4.3
Mathematics,1754,Brigham Young University - Idaho,Paul,,Cannon,2706720,1,good,TEACHER,PROFESSOR,5.0
Online Learning,1754,Brigham Young University - Idaho,Ren,,Carbutt,2089007,1,good,TEACHER,PROFESSOR,5.0
Religion,1754,Brigham Young University - Idaho,David,,Card,2092287,12,good,TEACHER,PROFESSOR,5.0
Art,1754,Brigham Young University - Idaho,Andrea,,Carli,2477061,4,good,TEACHER,PROFESSOR,4.0
Foundations,1754,Brigham Young University - Idaho,Kerri,L.,Carlile,2353837,5,good,TEACHER,PROFESSOR,3.8
Home & Family Studies,1754,Brigham Young University - Idaho,Breanna,,Carlos,2610574,4,good,TEACHER,PROFESSOR,5.0
Dance,1754,Brigham Young University - Idaho,Kana,,Carlson,1583523,1,good,TEACHER,PROFESSOR,4.5
Foreign Languages & Literature,1754,Brigham Young University - Idaho,Marie-Charlotte,,Carlus,1495059,11,good,TEACHER,PROFESSOR,4.9
Communication,1754,Brigham Young University - Idaho,Katelyn,-,Carmen,2681362,2,good,TEACHER,PROFESSOR,5.0
Art,1754,Brigham Young University - Idaho,Tony,,Carpenter,1881016,18,good,TEACHER,PROFESSOR,4.1
Art,1754,Brigham Young University - Idaho,Anthony,,Carpenter,2674106,3,average,TEACHER,PROFESSOR,2.7
Home & Family Studies,1754,Brigham Young University - Idaho,Sharon,,Carpenter,2650746,5,poor,TEACHER,PROFESSOR,1.0
Health Science,1754,Brigham Young University - Idaho,Sheryl,,Carr,2550933,2,good,TEACHER,PROFESSOR,5.0
Communication,1754,Brigham Young University - Idaho,Kristina,,Carrier,1606882,11,good,TEACHER,PROFESSOR,4.2
Online Learning,1754,Brigham Young University - Idaho,Ryanne,,Carrier,1930451,5,average,TEACHER,PROFESSOR,2.8
Religion,1754,Brigham Young University - Idaho,Kelly,,Carter,2226075,2,good,TEACHER,PROFESSOR,3.5
Foundations,1754,Brigham Young University - Idaho,Tate,,Carter,2239895,2,good,TEACHER,PROFESSOR,4.0
Art,1754,Brigham Young University - Idaho,Jeff,,Carter,1113149,28,good,TEACHER,PROFESSOR,3.6
Political Science,1754,Brigham Young University - Idaho,Neal,,Carter,1701004,49,average,TEACHER,PROFESSOR,3.0
Biology,1754,Brigham Young University - Idaho,Tate,,Carter,383325,248,average,TEACHER,PROFESSOR,3.2
Online Learning,1754,Brigham Young University - Idaho,Catherine ,H,Caselman,2076449,6,good,TEACHER,PROFESSOR,4.8
Political Science,1754,Brigham Young University - Idaho,Rebecca,,Casper,1804489,12,average,TEACHER,PROFESSOR,3.3
Foundations,1754,Brigham Young University - Idaho,Analy,,Castillo,2373777,3,average,TEACHER,PROFESSOR,3.3
Business,1754,Brigham Young University - Idaho,Mark,,Castillo,2295431,7,good,TEACHER,PROFESSOR,3.7
Religion,1754,Brigham Young University - Idaho,Curtis,Roy,Castillow,1857801,1058,good,TEACHER,PROFESSOR,4.6
Chemistry,1754,Brigham Young University - Idaho,Joanne,,Castle,670705,13,good,TEACHER,PROFESSOR,4.6
Economics,1754,Brigham Young University - Idaho,Rick,,Chaney,1906174,5,good,TEACHER,PROFESSOR,3.8
Religion,1754,Brigham Young University - Idaho,Jeff,,Chapman,883143,76,good,TEACHER,PROFESSOR,4.3
English,1754,Brigham Young University - Idaho,Elizabeth,,Chapman,1883410,1,good,TEACHER,PROFESSOR,5.0
Geology,1754,Brigham Young University - Idaho,Gary,,Chapman,2197298,3,poor,TEACHER,PROFESSOR,1.3
Mathematics,1754,Brigham Young University - Idaho,Bonnie,,Chapman,2145486,16,good,TEACHER,PROFESSOR,4.7
Business,1754,Brigham Young University - Idaho,John,,Chapman,2638823,8,good,TEACHER,PROFESSOR,4.5
Religion,1754,Brigham Young University - Idaho,Thomas,,Chapman,1964030,66,good,TEACHER,PROFESSOR,4.5
Animal Science,1754,Brigham Young University - Idaho,Alyssa,,Charrier,2522530,5,good,TEACHER,PROFESSOR,4.0
Business,1754,Brigham Young University - Idaho,Ammon,,Chase,2308910,4,good,TEACHER,PROFESSOR,4.3
Biology,1754,Brigham Young University - Idaho,Sheena,,Chaston,1945138,20,average,TEACHER,PROFESSOR,2.7
Religion,1754,Brigham Young University - Idaho,Alex,,Chatelain,1876430,5,average,TEACHER,PROFESSOR,3.4
Home  Family Studies,1754,Brigham Young University - Idaho,Lori,,Chavez,2174280,17,average,TEACHER,PROFESSOR,2.7
English,1754,Brigham Young University - Idaho,Sarah,,Checketts,1594906,4,good,TEACHER,PROFESSOR,4.4
Religion,1754,Brigham Young University - Idaho,Max,Lynn,Checketts,2408723,5,good,TEACHER,PROFESSOR,3.6
Religious Studies,1754,Brigham Young University - Idaho,Gary,,Chelson,1206124,14,good,TEACHER,PROFESSOR,4.8
Computer Information Technology,1754,Brigham Young University - Idaho,Paul,,Cheney,2198109,3,poor,TEACHER,PROFESSOR,2.3
Music,1754,Brigham Young University - Idaho,Joseph,,Cherrington,1107792,11,good,TEACHER,PROFESSOR,3.7
Home & Family Studies,1754,Brigham Young University - Idaho,Douglas William,,Cherry,1591543,11,good,TEACHER,PROFESSOR,3.9
Online Learning,1754,Brigham Young University - Idaho,Margaret,,Chesley,2124761,5,poor,TEACHER,PROFESSOR,2.2
Communication,1754,Brigham Young University - Idaho,Marcia,,Chidester,2685934,1,poor,TEACHER,PROFESSOR,2.0
Construction,1754,Brigham Young University - Idaho,Brian,,Childs,2308481,3,good,TEACHER,PROFESSOR,3.7
Religion,1754,Brigham Young University - Idaho,Geniel,,Childs,2358306,5,good,TEACHER,PROFESSOR,4.8
Mathematics,1754,Brigham Young University - Idaho,Lawrence,,Chilton,1747220,23,good,TEACHER,PROFESSOR,4.2
Physical Ed,1754,Brigham Young University - Idaho,Bob,,Christensen,619769,11,good,TEACHER,PROFESSOR,4.0
English,1754,Brigham Young University - Idaho,Janet,,Christensen,922146,34,good,TEACHER,PROFESSOR,4.1
Business,1754,Brigham Young University - Idaho,daniel,krege,christensen,1939121,5,good,TEACHER,PROFESSOR,3.9
Computer Science,1754,Brigham Young University - Idaho,Dane,,Christensen,2359444,5,good,TEACHER,PROFESSOR,4.4
Online Learning,1754,Brigham Young University - Idaho,Erika,,Christensen,2504762,2,good,TEACHER,PROFESSOR,5.0
Accounting,1754,Brigham Young University - Idaho,Steve,,Christensen,2500270,3,poor,TEACHER,PROFESSOR,1.0
Communication,1754,Brigham Young University - Idaho,Carissa,,Christensen,2652150,2,average,TEACHER,PROFESSOR,3.0
Religion,1754,Brigham Young University - Idaho,Aaron,,Christensen,1111411,35,good,TEACHER,PROFESSOR,4.6
Religion,1754,Brigham Young University - Idaho,David,,Christensen,444397,50,good,TEACHER,PROFESSOR,4.7
Computer Science,1754,Brigham Young University - Idaho,Alex,,Christensen,2680901,1,average,TEACHER,PROFESSOR,3.0
Recreation,1754,Brigham Young University - Idaho,Heidi,,Christensen,2446014,4,good,TEACHER,PROFESSOR,5.0
Religion,1754,Brigham Young University - Idaho,Matthew,,Christensen,2353612,4,good,TEACHER,PROFESSOR,4.5
Health Science,1754,Brigham Young University - Idaho,Amanda,N,Christensen,1773087,64,good,TEACHER,PROFESSOR,4.0
Computer Information Technology,1754,Brigham Young University - Idaho,Brady,,Christensen,2708639,1,poor,TEACHER,PROFESSOR,1.0
Recreation,1754,Brigham Young University - Idaho,Morris,,Christensen,2499111,2,good,TEACHER,PROFESSOR,5.0
Computer Science,1754,Brigham Young University - Idaho,James,,Christensen,2669597,1,poor,TEACHER,PROFESSOR,2.0
Psychology,1754,Brigham Young University - Idaho,Shannon,,Christensen,2500166,6,good,TEACHER,PROFESSOR,4.8
Business,1754,Brigham Young University - Idaho,Brian,,Christensen,2609786,5,good,TEACHER,PROFESSOR,4.8
English,1754,Brigham Young University - Idaho,Alex,,Christensen,1769101,6,good,TEACHER,PROFESSOR,4.2
Religion,1754,Brigham Young University - Idaho,Jacob,,Christenson,1462902,3,good,TEACHER,PROFESSOR,3.8
Biology,1754,Brigham Young University - Idaho,Dale,Steven,Christenson,2266910,2,good,TEACHER,PROFESSOR,5.0
Biology,1754,Brigham Young University - Idaho,Steven,,Christenson,630200,187,good,TEACHER,PROFESSOR,4.2
Computer Science,1754,Brigham Young University - Idaho,Mark,,Christiansen,2465205,2,average,TEACHER,PROFESSOR,3.0
Theater,1754,Brigham Young University - Idaho,Alisha,,Christiansen,2504747,3,good,TEACHER,PROFESSOR,5.0
Religion,1754,Brigham Young University - Idaho,Matthew,,Christiansen,2358923,21,good,TEACHER,PROFESSOR,5.0
English,1754,Brigham Young University - Idaho,Steven,,Christiansen,2350448,5,good,TEACHER,PROFESSOR,5.0
Art,1754,Brigham Young University - Idaho,Janet,,Christiansen,2270301,4,poor,TEACHER,PROFESSOR,1.5
Biology,1754,Brigham Young University - Idaho,Dale,Steven,Christenson,2266910,2,good,TEACHER,PROFESSOR,5.0
Biology,1754,Brigham Young University - Idaho,Steven,,Christenson,630200,190,good,TEACHER,PROFESSOR,4.2
Computer Science,1754,Brigham Young University - Idaho,Mark,,Christiansen,2465205,2,average,TEACHER,PROFESSOR,3.0
Theater,1754,Brigham Young University - Idaho,Alisha,,Christiansen,2504747,3,good,TEACHER,PROFESSOR,5.0
Religion,1754,Brigham Young University - Idaho,Matthew,,Christiansen,2358923,21,good,TEACHER,PROFESSOR,5.0
English,1754,Brigham Young University - Idaho,Steven,,Christiansen,2350448,5,good,TEACHER,PROFESSOR,5.0
Art,1754,Brigham Young University - Idaho,Janet,,Christiansen,2270301,4,poor,TEACHER,PROFESSOR,1.5
Chemistry,1754,Brigham Young University - Idaho,Carrie,,Christiansen,2656954,7,good,TEACHER,PROFESSOR,4.2
Biology,1754,Brigham Young University - Idaho,Van,,Christman,783117,16,good,TEACHER,PROFESSOR,4.1
Education,1754,Brigham Young University - Idaho,Michael,,Christopherson,1866063,18,good,TEACHER,PROFESSOR,4.5
Art,1754,Brigham Young University - Idaho,Elise,,Church,1739124,3,poor,TEACHER,PROFESSOR,2.3
Music,1754,Brigham Young University - Idaho,Kristine,,Ciesinski,749033,5,good,TEACHER,PROFESSOR,5.0
Online Learning,1754,Brigham Young University - Idaho,Pablo,,Cintron,2103998,5,average,TEACHER,PROFESSOR,3.3
Architecture,1754,Brigham Young University - Idaho,Darlette,,Cisneros,2735015,4,poor,TEACHER,PROFESSOR,1.0
Art,1754,Brigham Young University - Idaho,Joshua,,Clare,1195129,7,average,TEACHER,PROFESSOR,3.3
Religion,1754,Brigham Young University - Idaho,Steve,,Clark,554712,99,good,TEACHER,PROFESSOR,3.5
English,1754,Brigham Young University - Idaho,Julie,,Clark,913992,29,good,TEACHER,PROFESSOR,3.5
Not Specified,1754,Brigham Young University - Idaho,Kim,,Clark,1120168,2,average,TEACHER,PROFESSOR,3.0
Religion,1754,Brigham Young University - Idaho,Stephen,,Clark,1449770,6,good,TEACHER,PROFESSOR,3.8
Sociology,1754,Brigham Young University - Idaho,Miriam,G,Clark,1915822,10,poor,TEACHER,PROFESSOR,2.0
Home  Family Studies,1754,Brigham Young University - Idaho,Marilyn,,Clark,2088359,10,good,TEACHER,PROFESSOR,4.1
General Studies,1754,Brigham Young University - Idaho,Teresa,,Clark,2279607,1,good,TEACHER,PROFESSOR,5.0
English,1754,Brigham Young University - Idaho,Rachel,,Clark,2560344,8,good,TEACHER,PROFESSOR,5.0
Psychology,1754,Brigham Young University - Idaho,Benjamin,,Clark,2475646,8,good,TEACHER,PROFESSOR,4.0
Education,1754,Brigham Young University - Idaho,Amy,,Clark,2173674,21,good,TEACHER,PROFESSOR,4.2
Art,1754,Brigham Young University - Idaho,Darren,,Clark,691926,35,good,TEACHER,PROFESSOR,4.1
Health Science,1754,Brigham Young University - Idaho,Susan,,Clark,1890255,19,good,TEACHER,PROFESSOR,4.5
Business,1754,Brigham Young University - Idaho,Michael,,Clark,1038201,31,average,TEACHER,PROFESSOR,3.4
Child & Family Studies,1754,Brigham Young University - Idaho,Amanda,,Clark,2611103,3,poor,TEACHER,PROFESSOR,2.3
Theater,1754,Brigham Young University - Idaho,Laurissa Dyan,,Clark &#8206;,1647721,1,good,TEACHER,PROFESSOR,5.0
Accounting,1754,Brigham Young University - Idaho,Rob,,Clarke,310317,107,average,TEACHER,PROFESSOR,2.8
Art,1754,Brigham Young University - Idaho,Brendan,,Clary,2507178,6,good,TEACHER,PROFESSOR,4.3
Computer Information Technology,1754,Brigham Young University - Idaho,Aaron,Richard,Clawson,2450665,3,average,TEACHER,PROFESSOR,3.0
Psychology,1754,Brigham Young University - Idaho,Samuel,,Clay,486175,93,good,TEACHER,PROFESSOR,3.8
Geology,1754,Brigham Young University - Idaho,Rob,,Clayton,305474,60,good,TEACHER,PROFESSOR,3.5
Health Science,1754,Brigham Young University - Idaho,Brent,,Clayton,2507563,4,good,TEACHER,PROFESSOR,4.2
Construction,1754,Brigham Young University - Idaho,Russell,M,Clayton,2587772,6,good,TEACHER,PROFESSOR,4.8
Business,1754,Brigham Young University - Idaho,Aaron,,Cleavinger,2173294,10,good,TEACHER,PROFESSOR,4.8
Health Science,1754,Brigham Young University - Idaho,Ralph,,Clegg,2311645,2,good,TEACHER,PROFESSOR,3.5
Communication,1754,Brigham Young University - Idaho,Hillary,,Clemens,746312,26,good,TEACHER,PROFESSOR,4.9
Computer Science,1754,Brigham Young University - Idaho,William,,Clements,2333121,23,good,TEACHER,PROFESSOR,3.9
Theater,1754,Brigham Young University - Idaho,Richard,,Clifford,599779,10,good,TEACHER,PROFESSOR,4.5
Latin,1754,Brigham Young University - Idaho,Antonia,,Clifford,1229497,10,good,TEACHER,PROFESSOR,4.6
Online Learning,1754,Brigham Young University - Idaho,Sarah,,Clift,2583378,2,good,TEACHER,PROFESSOR,4.5
Foundations,1754,Brigham Young University - Idaho,Nathan,,Cline,2393170,1,good,TEACHER,PROFESSOR,4.0
Academic Services,1754,Brigham Young University - Idaho,Kim,,Clinger,2028963,1,good,TEACHER,PROFESSOR,3.5
Mathematics,1754,Brigham Young University - Idaho,Brittany,L,Cloud,2360648,6,good,TEACHER,PROFESSOR,4.3
English,1754,Brigham Young University - Idaho,Morgan,L,Cloward,2500858,2,good,TEACHER,PROFESSOR,5.0
Education,1754,Brigham Young University - Idaho,Dean,,Cloward,666795,35,good,TEACHER,PROFESSOR,3.5
Online Learning,1754,Brigham Young University - Idaho,Michael,,Cluff,1807218,5,good,TEACHER,PROFESSOR,4.6
Online Learning,1754,Brigham Young University - Idaho,Shalyce,,Cluff,1863962,4,good,TEACHER,PROFESSOR,3.5
Economics,1754,Brigham Young University - Idaho,Ron,,Cluff,2156255,1,good,TEACHER,PROFESSOR,5.0
Psychology,1754,Brigham Young University - Idaho,Richard,,Cluff,637838,142,good,TEACHER,PROFESSOR,3.8
Library Science,1754,Brigham Young University - Idaho,Shane,,Cole,600197,7,good,TEACHER,PROFESSOR,4.1
Mathematics,1754,Brigham Young University - Idaho,Rachael,W.,Coleman,2196517,1,good,TEACHER,PROFESSOR,5.0
Mathematics,1754,Brigham Young University - Idaho,Rachel,,Coleman,2584343,1,good,TEACHER,PROFESSOR,5.0
Biology,1754,Brigham Young University - Idaho,Rob,,Coleman,897392,486,good,TEACHER,PROFESSOR,4.2
Religion,1754,Brigham Young University - Idaho,Jeffrey,,Coleman,2677094,2,good,TEACHER,PROFESSOR,5.0
Business,1754,Brigham Young University - Idaho,Dean,,Coleman,2638801,5,good,TEACHER,PROFESSOR,5.0
Art,1754,Brigham Young University - Idaho,Jason,,Coles,1617768,4,average,TEACHER,PROFESSOR,3.0
History,1754,Brigham Young University - Idaho,Kevin,,Coles,2060343,3,good,TEACHER,PROFESSOR,4.5
General Studies,1754,Brigham Young University - Idaho,Kevin,,Coles,1957770,20,good,TEACHER,PROFESSOR,4.0
Chemistry,1754,Brigham Young University - Idaho,David,,Collins,960769,45,good,TEACHER,PROFESSOR,4.5
Biology,1754,Brigham Young University - Idaho,Stephen,,Collins,2106836,28,poor,TEACHER,PROFESSOR,2.3
Mathematics,1754,Brigham Young University - Idaho,Rachael,,Colman,2124566,3,good,TEACHER,PROFESSOR,3.5
International Studies,1754,Brigham Young University - Idaho,Robert,,Colvin,2185577,3,good,TEACHER,PROFESSOR,5.0
Foreign Languages & Literature,1754,Brigham Young University - Idaho,Robert,,Colvin,864310,50,good,TEACHER,PROFESSOR,3.7
Computer Science,1754,Brigham Young University - Idaho,Luc,,Comeau,1961625,57,good,TEACHER,PROFESSOR,4.2
Biology,1754,Brigham Young University - Idaho,Emelinda,,Comer,2361005,3,average,TEACHER,PROFESSOR,2.7
Religion,1754,Brigham Young University - Idaho,Brandon,,Comstock,2156033,1,good,TEACHER,PROFESSOR,5.0
English,1754,Brigham Young University - Idaho,Cherish,,Condit,2469678,7,average,TEACHER,PROFESSOR,3.4
General Studies,1754,Brigham Young University - Idaho,Kevin,,Coles,1957770,21,good,TEACHER,PROFESSOR,4.0
Chemistry,1754,Brigham Young University - Idaho,David,,Collins,960769,45,good,TEACHER,PROFESSOR,4.5
Biology,1754,Brigham Young University - Idaho,Stephen,,Collins,2106836,28,poor,TEACHER,PROFESSOR,2.3
Mathematics,1754,Brigham Young University - Idaho,Rachael,,Colman,2124566,3,good,TEACHER,PROFESSOR,3.5
International Studies,1754,Brigham Young University - Idaho,Robert,,Colvin,2185577,3,good,TEACHER,PROFESSOR,5.0
Foreign Languages & Literature,1754,Brigham Young University - Idaho,Robert,,Colvin,864310,50,good,TEACHER,PROFESSOR,3.7
Computer Science,1754,Brigham Young University - Idaho,Luc,,Comeau,1961625,59,good,TEACHER,PROFESSOR,4.2
Biology,1754,Brigham Young University - Idaho,Emelinda,,Comer,2361005,3,average,TEACHER,PROFESSOR,2.7
Religion,1754,Brigham Young University - Idaho,Brandon,,Comstock,2156033,1,good,TEACHER,PROFESSOR,5.0
English,1754,Brigham Young University - Idaho,Cherish,,Condit,2469678,7,average,TEACHER,PROFESSOR,3.4
Psychology,1754,Brigham Young University - Idaho,Jennifer,Cowley,Condon,2391678,12,good,TEACHER,PROFESSOR,4.5
Theater,1754,Brigham Young University - Idaho,Hyrum,,Conrad,230672,58,average,TEACHER,PROFESSOR,3.0
Sociology,1754,Brigham Young University - Idaho,Scott,Neil,Contor,2284229,2,average,TEACHER,PROFESSOR,3.0
Child & Family Studies,1754,Brigham Young University - Idaho,Cathy,,Cook,1131488,19,good,TEACHER,PROFESSOR,3.5
Biology,1754,Brigham Young University - Idaho,Mileah,,Cook,2098228,3,good,TEACHER,PROFESSOR,3.9
Computer Science,1754,Brigham Young University - Idaho,Kevin,Michael,Cook,2198973,22,poor,TEACHER,PROFESSOR,2.1
Online Learning,1754,Brigham Young University - Idaho,Gina,,Cook,2452863,1,poor,TEACHER,PROFESSOR,1.0
Health & Human Performance,1754,Brigham Young University - Idaho,Kaylie,,Cook,2528412,3,poor,TEACHER,PROFESSOR,2.0
Health Science,1754,Brigham Young University - Idaho,Kathy,Jo,Cook,1415650,30,good,TEACHER,PROFESSOR,4.2
Business,1754,Brigham Young University - Idaho,Lorrie,,Cook,2580864,4,good,TEACHER,PROFESSOR,4.3
Business,1754,Brigham Young University - Idaho,Jayden,,Cordier,2573663,8,good,TEACHER,PROFESSOR,4.0
Religion,1754,Brigham Young University - Idaho,Michael,Cory,Cordon,2005832,2,good,TEACHER,PROFESSOR,3.8
Biology,1754,Brigham Young University - Idaho,Andrew,,Corless,2612074,2,good,TEACHER,PROFESSOR,4.0
Business,1754,Brigham Young University - Idaho,Ben,,Cornett,1765540,11,good,TEACHER,PROFESSOR,3.5
Humanities & Philosophy,1754,Brigham Young University - Idaho,Michael,,Cornick,1800097,189,good,TEACHER,PROFESSOR,4.7
Business,1754,Brigham Young University - Idaho,Eric,,Corrington,1864637,2,poor,TEACHER,PROFESSOR,1.2
Education,1754,Brigham Young University - Idaho,Emily,,Cotton,1937200,3,average,TEACHER,PROFESSOR,3.2
Psychology,1754,Brigham Young University - Idaho,Gwenaelle,,Couliard,859122,6,good,TEACHER,PROFESSOR,4.7
Computer Information Technology,1754,Brigham Young University - Idaho,Jason,,Couraud,2390706,1,good,TEACHER,PROFESSOR,5.0
Home  Family Studies,1754,Brigham Young University - Idaho,Holly,,Coutts,1937966,16,good,TEACHER,PROFESSOR,4.6
Psychology,1754,Brigham Young University - Idaho,Sherry,,Cowen,2324090,9,good,TEACHER,PROFESSOR,4.7
Horticulture,1754,Brigham Young University - Idaho,Trisha,,Cox,2044823,2,good,TEACHER,PROFESSOR,4.0
Horticulture,1754,Brigham Young University - Idaho,Tricia,,Cox,2122678,7,good,TEACHER,PROFESSOR,4.4
Business,1754,Brigham Young University - Idaho,Andrea,,Cox,2452624,1,good,TEACHER,PROFESSOR,5.0
Foreign Languages & Literature,1754,Brigham Young University - Idaho,Kendra,,Cox,2604426,5,good,TEACHER,PROFESSOR,4.0
Mathematics,1754,Brigham Young University - Idaho,Paul,,Cox,486207,61,good,TEACHER,PROFESSOR,3.8
History,1754,Brigham Young University - Idaho,Brian,,Craig,1650751,9,good,TEACHER,PROFESSOR,4.5
Computer Information Technology,1754,Brigham Young University - Idaho,Jason,,Couraud,2390706,1,good,TEACHER,PROFESSOR,5.0
Home  Family Studies,1754,Brigham Young University - Idaho,Holly,,Coutts,1937966,16,good,TEACHER,PROFESSOR,4.6
Psychology,1754,Brigham Young University - Idaho,Sherry,,Cowen,2324090,9,good,TEACHER,PROFESSOR,4.7
Horticulture,1754,Brigham Young University - Idaho,Trisha,,Cox,2044823,2,good,TEACHER,PROFESSOR,4.0
Horticulture,1754,Brigham Young University - Idaho,Tricia,,Cox,2122678,7,good,TEACHER,PROFESSOR,4.4
Foreign Languages & Literature,1754,Brigham Young University - Idaho,Kendra,,Cox,2604426,5,good,TEACHER,PROFESSOR,4.0
Mathematics,1754,Brigham Young University - Idaho,Paul,,Cox,486207,62,good,TEACHER,PROFESSOR,3.8
Business,1754,Brigham Young University - Idaho,Andrea,,Cox,2452624,2,good,TEACHER,PROFESSOR,5.0
History,1754,Brigham Young University - Idaho,Brian,,Craig,1650751,9,good,TEACHER,PROFESSOR,4.5
Communication,1754,Brigham Young University - Idaho,Brett,,Crandall,2753419,2,good,TEACHER,PROFESSOR,5.0
Education,1754,Brigham Young University - Idaho,Jillisa,,Cranmer,1230330,9,average,TEACHER,PROFESSOR,2.6
English,1754,Brigham Young University - Idaho,Karsen,,Cranney,2217045,2,good,TEACHER,PROFESSOR,5.0
Sociology,1754,Brigham Young University - Idaho,Rachel,,Cranney,2505556,3,good,TEACHER,PROFESSOR,5.0
Health Science,1754,Brigham Young University - Idaho,Marjorie,,Craven,2679636,1,good,TEACHER,PROFESSOR,5.0
Accounting,1754,Brigham Young University - Idaho,Natalie,,Craven,2740007,1,good,TEACHER,PROFESSOR,5.0
Religion,1754,Brigham Young University - Idaho,Van,,Crawford,1176585,53,good,TEACHER,PROFESSOR,4.0
Business,1754,Brigham Young University - Idaho,Evan,,Crawford,2243488,1,good,TEACHER,PROFESSOR,5.0
Religion,1754,Brigham Young University - Idaho,Chad,,Crawford,2274546,6,good,TEACHER,PROFESSOR,4.5
Home  Family Studies,1754,Brigham Young University - Idaho,Tami,,Critchlow,2114435,16,good,TEACHER,PROFESSOR,4.3
Physics,1754,Brigham Young University - Idaho,James,,Croasmun,2556506,1,good,TEACHER,PROFESSOR,4.0
English,1754,Brigham Young University - Idaho,Tanya,,Croft,1674670,18,average,TEACHER,PROFESSOR,3.1
Architecture,1754,Brigham Young University - Idaho,Greg,,Croft,2621040,1,poor,TEACHER,PROFESSOR,1.0
Mathematics,1754,Brigham Young University - Idaho,Ryan,,Cromar,1203328,75,good,TEACHER,PROFESSOR,4.4
Computer Information Technology,1754,Brigham Young University - Idaho,Tanner,,Crook,2099954,12,good,TEACHER,PROFESSOR,4.8
Health Science,1754,Brigham Young University - Idaho,Patty,,Cross,2684327,3,average,TEACHER,PROFESSOR,3.3
Psychology,1754,Brigham Young University - Idaho,Andrew,,Crossman,2390227,2,good,TEACHER,PROFESSOR,5.0
Religion,1754,Brigham Young University - Idaho,Cathleen,Sue,Croxton,2190966,13,average,TEACHER,PROFESSOR,2.6
Biology,1754,Brigham Young University - Idaho,BobbieJane,,Culbertson,2236890,75,good,TEACHER,PROFESSOR,4.2
Chemistry,1754,Brigham Young University - Idaho,John,,Cullen,720302,45,good,TEACHER,PROFESSOR,3.6
Nursing,1754,Brigham Young University - Idaho,Denise,,Cummins,1962664,1,good,TEACHER,PROFESSOR,5.0
Business,1754,Brigham Young University - Idaho,Debra,,Cummins,2466369,8,poor,TEACHER,PROFESSOR,2.0
Home & Family Studies,1754,Brigham Young University - Idaho,Alison,,Cundiff,2709609,1,good,TEACHER,PROFESSOR,5.0
Foundations,1754,Brigham Young University - Idaho,Naveen,,Cunha,2359641,2,average,TEACHER,PROFESSOR,2.5
Online Learning,1754,Brigham Young University - Idaho,Tessa,,Cutler,2350772,7,good,TEACHER,PROFESSOR,5.0
Recreation,1754,Brigham Young University - Idaho,Erin,,Cutts,2126413,3,good,TEACHER,PROFESSOR,4.7
English,1754,Brigham Young University - Idaho,Eric,,D'Evegnee,755410,89,good,TEACHER,PROFESSOR,4.3
English,1754,Brigham Young University - Idaho,Sarah,,D'Evegnee,968739,99,good,TEACHER,PROFESSOR,3.8
Health Science,1754,Brigham Young University - Idaho,Patty,,Cross,2684327,3,average,TEACHER,PROFESSOR,3.3
Psychology,1754,Brigham Young University - Idaho,Andrew,,Crossman,2390227,2,good,TEACHER,PROFESSOR,5.0
Religion,1754,Brigham Young University - Idaho,Cathleen,Sue,Croxton,2190966,13,average,TEACHER,PROFESSOR,2.6
Biology,1754,Brigham Young University - Idaho,BobbieJane,,Culbertson,2236890,75,good,TEACHER,PROFESSOR,4.2
Chemistry,1754,Brigham Young University - Idaho,John,,Cullen,720302,45,good,TEACHER,PROFESSOR,3.6
Nursing,1754,Brigham Young University - Idaho,Denise,,Cummins,1962664,1,good,TEACHER,PROFESSOR,5.0
Business,1754,Brigham Young University - Idaho,Debra,,Cummins,2466369,8,poor,TEACHER,PROFESSOR,2.0
Home & Family Studies,1754,Brigham Young University - Idaho,Alison,,Cundiff,2709609,2,good,TEACHER,PROFESSOR,5.0
Foundations,1754,Brigham Young University - Idaho,Naveen,,Cunha,2359641,2,average,TEACHER,PROFESSOR,2.5
Online Learning,1754,Brigham Young University - Idaho,Tessa,,Cutler,2350772,7,good,TEACHER,PROFESSOR,5.0
Recreation,1754,Brigham Young University - Idaho,Erin,,Cutts,2126413,3,good,TEACHER,PROFESSOR,4.7
English,1754,Brigham Young University - Idaho,Eric,,D'Evegnee,755410,89,good,TEACHER,PROFESSOR,4.3
English,1754,Brigham Young University - Idaho,Sarah,,D'Evegnee,968739,103,good,TEACHER,PROFESSOR,3.8
Communication,1754,Brigham Young University - Idaho,Dayvisson,,Da Silva,2677663,4,good,TEACHER,PROFESSOR,4.8
